Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus
737;aeros;aerosool;aerosool;;0;01.01.2009;23.03.2016;;Ravimiamet;0;Pole standardtermin
738;tabl;tablett;tablett;;0;01.01.2009;;;Ravimiamet;1;"Tahke üheannuseline katteta ravimvorm, mis saadakse ühtlase suurusega tahkete osakeste pressimisel või muul valmistamisviisil. Tabletid võivad olla ühekihilised, olles saadud osakeste ühekordsel pressimisel, või mitmekihilised, sisaldades erineva koostisega osakeste mitmekordse pressimise tulemusel saadud kontsentrilisi või paralleelkihte. Tablette manustatakse suu kaudu; toimeained vabanevad seedemahladesse, kusjuures vabanemise kiirus sõltub oluliselt toimeainete peamistest omadustest (konventsionaalne vabanemine)."
739;inj lahus;süstelahus;süstelahus;;0;01.01.2009;;;Ravimiamet;1;Lahusest koosnev ühe- või mitmeannuseline steriilne ravimvorm, mida manustatakse süstimisel.
740;caps;kapsel;kapsel;;0;01.01.2009;;;Ravimiamet;1;Lühitermin: pehmekapsel, kõvakapsel.
741;siirup;siirup;siirup;;0;01.01.2009;;;Ravimiamet;1;Vedel ühe- või mitmeannuseline suukaudne vett sisaldav ravimvorm, mida iseloomustab magus maitse ja viskoossus ning mis enamasti sisaldab lõhna- või maitseaineid. Mitmeannuselisest pakendist manustatakse iga annus, enamasti 5 ml või selle kordne, sobiva mõõtevahendiga.
742;inf lahus;infusioonilahus;infusioonilahus;;0;01.01.2009;;;Ravimiamet;1;Steriilne vesilahus, mis on ette nähtud, tavaliselt suurtes kogustes, vereringesse viimiseks.
743;susp;suspensioon;suspensioon;;0;01.01.2009;19.06.2017;;Ravimiamet;0;Pole standardtermin
744;vagin kreem;vaginaalkreem;vaginaalkreem;;0;01.01.2009;;;Ravimiamet;1;"Pooltahke üheannuseline ravimvorm; sobiva aplikaatoriga pakendis olev kreem, mida manustatakse vaginaalselt lokaalse toime saavutamiseks."
746;kreem;kreem;kreem;;0;01.01.2009;;;Ravimiamet;1;Üksteises dispergeeritud lipofiilsest ja vesifaasist koosnev pooltahke ühe- või mitmeannuseline homogeenne ravimvorm. Toimeaine(d) on lahustunud või dispergeeritud aluses, mis võib olla nii hüdrofiilne kui ka hüdrofoobne. Manustatakse nahale. Teatud juhtudel võib esineda ka toimeaine transdermaalne imendumine.
748;lahustuv tabl;lahustuv tablett;lahustuv tablett;;0;01.01.2009;;19.06.2017;Ravimiamet;1;Tablett, mis enne suukaudset manustamist lahustatakse vedelikus. Eemaldatud üleliigne tühik muudatusega 19.juuni 2017. 
