Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus
A;PO;suukaudu;suukaudu;;0;01.01.2012;;;EKL,TA;1;
B;SL;keele alla;keele alla;;0;01.01.2012;;;EKL,TA;1;
C;IV;perifeersesse veeni;perifeersesse veeni;;0;01.01.2012;;;EKL,TA;1;
C1;IV;süstena;süstena;C;1;01.01.2012;;;EKL,TA;1;
C2;IV;automaatsüstlaga;automaatsüstlaga;C;1;01.01.2012;;;EKL,TA;1;
C3;IV;infusioonina;infusioonina;C;1;01.01.2012;;;EKL,TA;1;
D;IV;tsentraalsesse veeni;tsentraalsesse veeni;;0;01.01.2012;;;EKL,TA;1;
D1;IV;süstena;süstena;D;1;01.01.2012;;;EKL,TA;1;
D2;IV;automaatsüstlaga;automaatsüstlaga;D;1;01.01.2012;;;EKL,TA;1;
D3;IV;infusioonina;infusioonina;D;1;01.01.2012;;12.03.2024;EKL,TA;1;
E;IO;luusiseselt;luusiseselt;;0;01.01.2012;;;EKL,TA;1;
E1;IO;süstena;süstena;E;1;01.01.2012;;;EKL,TA;1;
E2;IO;automaatsüstlaga;automaatsüstlaga;E;1;01.01.2012;;;EKL,TA;1;
E3;IO;infusioonina;infusioonina;E;1;01.01.2012;;12.03.2024;EKL,TA;1;
F;IM;lihasesse;lihasesse;;0;01.01.2012;;;EKL,TA;1;
G;PR;pärasoole kaudu;pärasoole kaudu;;0;01.01.2012;;;EKL,TA;1;
H;SC;nahaaluselt;nahaaluselt;;0;01.01.2012;;;EKL,TA;1;
I;IC;südamesse;südamesse;;0;01.01.2012;;;EKL,TA;1;
J;IT;trahheasse;trahheasse;;0;01.01.2012;;;EKL,TA;1;
K;INH;inhalatsioon;inhalatsioon;;0;01.01.2012;;;EKL,TA;1;
L;lok;välispidiselt;välispidiselt;;0;01.01.2012;;;EKL,TA;1;
M;IA;arterisse;arterisse;;0;01.01.2012;;;EKL,TA;1;
N;muu;muu (täpsustus);muu (täpsustus);;0;01.01.2012;;;EKL,TA;1;
