Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus
1.;üldanesteesia;üldanesteesia;üldanesteesia;;;01.01.2013;;;Eesti Anestesioloogide Selts;1;
1.1.;endotrahheaalne  anesteesia (intub. toru, trahheostoomia);endotrahheaalne  anesteesia (intub. toru, trahheostoomia);endotrahheaalne  anesteesia (intub. toru, trahheostoomia);1.;1;01.01.2013;;;Eesti Anestesioloogide Selts;1;
1.2.;supraglottiline hingamistee e. kõrimask (LMA,i-Gel, jt.);supraglottiline hingamistee e. kõrimask (LMA,i-Gel, jt.);supraglottiline hingamistee e. kõrimask (LMA,i-Gel, jt.);1.;1;01.01.2013;;;Eesti Anestesioloogide Selts;1;
1.3. ;näomask (lühiajaliseks protseduuriks );näomask (lühiajaliseks protseduuriks );näomask (lühiajaliseks protseduuriks );1.;1;01.01.2013;;;Eesti Anestesioloogide Selts;1;
1.4. ;muu üldanesteesia (jugaventilatsioon, jms.), täpsustada;muu üldanesteesia (jugaventilatsioon, jms.), täpsustada;muu üldanesteesia (jugaventilatsioon, jms.), täpsustada;1.;1;01.01.2013;;;Eesti Anestesioloogide Selts;1;
2. ;regionaalanesteesia  (koos sedatsiooniga või ilma);regionaalanesteesia  (koos sedatsiooniga või ilma);regionaalanesteesia  (koos sedatsiooniga või ilma);;;01.01.2013;;;Eesti Anestesioloogide Selts;1;
2.1. ;tsentraalne regionaalanesteesia;tsentraalne regionaalanesteesia;tsentraalne regionaalanesteesia;2.;1;01.01.2013;;;Eesti Anestesioloogide Selts;1;
2.1.1.;spinaalanesteesia;spinaalanesteesia;spinaalanesteesia;2.1.;2;01.01.2013;;;Eesti Anestesioloogide Selts;1;
2.1.1.1.;spinaalanesteesia kateeter-meetodil (CSA);spinaalanesteesia kateeter-meetodil (CSA);spinaalanesteesia kateeter-meetodil (CSA);2.1.1.;3;01.01.2013;;;Eesti Anestesioloogide Selts;1;
2.1.2.;epiduraalanesteesia;epiduraalanesteesia;epiduraalanesteesia;2.1.;2;01.01.2013;;;Eesti Anestesioloogide Selts;1;
2.1.2.1;sakraalruumi blokaad;sakraalruumi blokaad;sakraalruumi blokaad;2.1.2.;3;01.01.2013;;;Eesti Anestesioloogide Selts;1;
2.1.3.;kombineeritud spinaal-epiduraalanesteesia (CSE);kombineeritud spinaal-epiduraalanesteesia (CSE);kombineeritud spinaal-epiduraalanesteesia (CSE);2.1.;2;01.01.2013;;;Eesti Anestesioloogide Selts;1;
2.2.;perifeerne regionaalanesteesia;perifeerne regionaalanesteesia;perifeerne regionaalanesteesia;2.;1;01.01.2013;;;Eesti Anestesioloogide Selts;1;
2.2.1.;tservikaalpleksuse blokaad;tservikaalpleksuse blokaad;tservikaalpleksuse blokaad;2.2.;2;01.01.2013;;;Eesti Anestesioloogide Selts;1;
2.2.2.;brahhiaalpleksuse blokaad;brahhiaalpleksuse blokaad;brahhiaalpleksuse blokaad;2.2.;2;01.01.2013;;;Eesti Anestesioloogide Selts;1;
2.2.3.;lumbosakraalpleksuse blokaad;lumbosakraalpleksuse blokaad;lumbosakraalpleksuse blokaad;2.2.;2;01.01.2013;;;Eesti Anestesioloogide Selts;1;
2.2.4.;paravertebraal blokaad;paravertebraal blokaad;paravertebraal blokaad;2.2.;2;01.01.2013;;;Eesti Anestesioloogide Selts;1;
2.2.5.;silmablokaad;silmablokaad;silmablokaad;2.2.;2;01.01.2013;;;Eesti Anestesioloogide Selts;1;
2.2.6.;muu regionaalanesteesia (TAP, üksiknärvi blokaad, jms.);muu regionaalanesteesia (TAP, üksiknärvi blokaad, jms.);muu regionaalanesteesia (TAP, üksiknärvi blokaad, jms.);2.2.;2;01.01.2013;;;Eesti Anestesioloogide Selts;1;
2.3.;intravenoosne regionaalanesteesia (Bier´i blokaad);intravenoosne regionaalanesteesia (Bier´i blokaad);intravenoosne regionaalanesteesia (Bier´i blokaad);2.;1;01.01.2013;;;Eesti Anestesioloogide Selts;1;
2.4.;lokaalanesteesia (lokaalanesteetikumi infiltratsioon või limaskestale aplitseerimine);lokaalanesteesia (lokaalanesteetikumi infiltratsioon või limaskestale aplitseerimine);lokaalanesteesia (lokaalanesteetikumi infiltratsioon või limaskestale aplitseerimine);2.;1;01.01.2013;;;Eesti Anestesioloogide Selts;1;
3.;ainult sedatsioon (i/v või i/m);ainult sedatsioon (i/v või i/m);ainult sedatsioon (i/v või i/m);;;01.01.2013;;;Eesti Anestesioloogide Selts;1;
3.1.;sedatsioon operatsioonitoas;sedatsioon operatsioonitoas;sedatsioon operatsioonitoas;3.;1;01.01.2013;;07.11.2019;Eesti Anestesioloogide Selts;1;
3.2.;sedatsioon mujal;sedatsioon mujal, täpsustada;sedatsioon mujal, täpsustada;3.;1;01.01.2013;;07.11.2019;Eesti Anestesioloogide Selts;1;
