Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus
FNA00;Anastomoos koronaararteri ja a. thoracica interna vahel;Anastomoos koronaararteri ja a. thoracica interna vahel;Anastomoos koronaararteri ja a. thoracica interna vahel;;;01.01.2003;;;Sotsiaalministeerium, Eesti Haigekassa;1;aorto-koronaarsed šunteerimised
FNA10;Sillatud anastomoosid koronaararterite ja a. thoracica interna’de vahel;Sillatud anastomoosid koronaararterite ja a. thoracica interna’de vahel;Sillatud anastomoosid koronaararterite ja a. thoracica interna’de vahel;;;01.01.2003;;;Sotsiaalministeerium, Eesti Haigekassa;1;aorto-koronaarsed šunteerimised
FNA20;Anastomoos koronaararterite ja mõlemapoolse a. thoracica interna vahel;Anastomoos koronaararterite ja mõlemapoolse a. thoracica interna vahel;Anastomoos koronaararterite ja mõlemapoolse a. thoracica interna vahel;;;01.01.2003;;;Sotsiaalministeerium, Eesti Haigekassa;1;aorto-koronaarsed šunteerimised
FNA96;Muu ühendus koronaararteri ja a. thoracica interna vahel;Muu ühendus koronaararteri ja a. thoracica interna vahel;Muu ühendus koronaararteri ja a. thoracica interna vahel;;;01.01.2003;;;Sotsiaalministeerium, Eesti Haigekassa;1;aorto-koronaarsed šunteerimised
FNB00;Anastomoos koronaararteri ja a. gastroepiploica vahel;Anastomoos koronaararteri ja a. gastroepiploica vahel;Anastomoos koronaararteri ja a. gastroepiploica vahel;;;01.01.2003;;;Sotsiaalministeerium, Eesti Haigekassa;1;aorto-koronaarsed šunteerimised
FNB20;Sillatud anastomoosid koronaararterite ja a. gastroepiploica vahel;Sillatud anastomoosid koronaararterite ja a. gastroepiploica vahel;Sillatud anastomoosid koronaararterite ja a. gastroepiploica vahel;;;01.01.2003;;;Sotsiaalministeerium, Eesti Haigekassa;1;aorto-koronaarsed šunteerimised
FNB96;Muu ühendus koronaararteri ja a. gastroepiploica vahel;Muu ühendus koronaararteri ja a. gastroepiploica vahel;Muu ühendus koronaararteri ja a. gastroepiploica vahel;;;01.01.2003;;;Sotsiaalministeerium, Eesti Haigekassa;1;aorto-koronaarsed šunteerimised
FNC10;Aorto-koronaarne bypass veeniga ühe distaalse anastomoosiga;Aorto-koronaarne bypass veeniga ühe distaalse anastomoosiga;Aorto-koronaarne bypass veeniga ühe distaalse anastomoosiga;;;01.01.2003;;;Sotsiaalministeerium, Eesti Haigekassa;1;aorto-koronaarsed šunteerimised
FNC20;Aorto-koronaarne bypass veeniga kahe distaalse anastomoosiga;Aorto-koronaarne bypass veeniga kahe distaalse anastomoosiga;Aorto-koronaarne bypass veeniga kahe distaalse anastomoosiga;;;01.01.2003;;;Sotsiaalministeerium, Eesti Haigekassa;1;aorto-koronaarsed šunteerimised
FNC30;Aorto-koronaarne bypass veeniga kolme distaalse anastomoosiga;Aorto-koronaarne bypass veeniga kolme distaalse anastomoosiga;Aorto-koronaarne bypass veeniga kolme distaalse anastomoosiga;;;01.01.2003;;;Sotsiaalministeerium, Eesti Haigekassa;1;aorto-koronaarsed šunteerimised
FNC40;Aorto-koronaarne bypass veeniga nelja distaalse anastomoosiga;Aorto-koronaarne bypass veeniga nelja distaalse anastomoosiga;Aorto-koronaarne bypass veeniga nelja distaalse anastomoosiga;;;01.01.2003;;;Sotsiaalministeerium, Eesti Haigekassa;1;aorto-koronaarsed šunteerimised
FNC50;Aorto-koronaarne bypass veeniga viie distaalse anastomoosiga;Aorto-koronaarne bypass veeniga viie distaalse anastomoosiga;Aorto-koronaarne bypass veeniga viie distaalse anastomoosiga;;;01.01.2003;;;Sotsiaalministeerium, Eesti Haigekassa;1;aorto-koronaarsed šunteerimised
FNC60;Aorto-koronaarne bypass veeniga kuue distaalse anastomoosiga;Aorto-koronaarne bypass veeniga kuue distaalse anastomoosiga;Aorto-koronaarne bypass veeniga kuue distaalse anastomoosiga;;;01.01.2003;;;Sotsiaalministeerium, Eesti Haigekassa;1;aorto-koronaarsed šunteerimised
FNC96;Muu aorto-koronaarne bypass veeniga;Muu aorto-koronaarne bypass veeniga;Muu aorto-koronaarne bypass veeniga;;;01.01.2003;;;Sotsiaalministeerium, Eesti Haigekassa;1;aorto-koronaarsed šunteerimised
FND10;Aorto-koronaarne bypass ühe proteesiga;Aorto-koronaarne bypass ühe proteesiga;Aorto-koronaarne bypass ühe proteesiga;;;01.01.2003;;;Sotsiaalministeerium, Eesti Haigekassa;1;aorto-koronaarsed šunteerimised
FND20;Aorto-koronaarne bypass kahe proteesiga;Aorto-koronaarne bypass kahe proteesiga;Aorto-koronaarne bypass kahe proteesiga;;;01.01.2003;;;Sotsiaalministeerium, Eesti Haigekassa;1;aorto-koronaarsed šunteerimised
FND96;Muu aorto-koronaarne bypass proteesiga;Muu aorto-koronaarne bypass proteesiga;Muu aorto-koronaarne bypass proteesiga;;;01.01.2003;;;Sotsiaalministeerium, Eesti Haigekassa;1;aorto-koronaarsed šunteerimised
FNE00;Koronaarne bypass a. thoracica interna vaba transplantaadiga;Koronaarne bypass a. thoracica interna vaba transplantaadiga;Koronaarne bypass a. thoracica interna vaba transplantaadiga;;;01.01.2003;;;Sotsiaalministeerium, Eesti Haigekassa;1;aorto-koronaarsed šunteerimised
FNE10;Koronaarne bypass a. gastroepiploica vaba transplantaadiga;Koronaarne bypass a. gastroepiploica vaba transplantaadiga;Koronaarne bypass a. gastroepiploica vaba transplantaadiga;;;01.01.2003;;;Sotsiaalministeerium, Eesti Haigekassa;1;aorto-koronaarsed šunteerimised
FNE96;Koronaarne bypass muu vaba arteri transplantaadiga;Koronaarne bypass muu vaba arteri transplantaadiga;Koronaarne bypass muu vaba arteri transplantaadiga;;;01.01.2003;;;Sotsiaalministeerium, Eesti Haigekassa;1;aorto-koronaarsed šunteerimised
FNF00;Trombendarterektoomia paremast koronaararterist;Trombendarterektoomia paremast koronaararterist;Trombendarterektoomia paremast koronaararterist;;;01.01.2003;;;Sotsiaalministeerium, Eesti Haigekassa;1;aorto-koronaarsed šunteerimised
FNF10;Trombendarterektoomia eesmisest alanevast harust;Trombendarterektoomia eesmisest alanevast harust;Trombendarterektoomia eesmisest alanevast harust;;;01.01.2003;;;Sotsiaalministeerium, Eesti Haigekassa;1;aorto-koronaarsed šunteerimised
FNF20;Trombendarterektoomia ramus circumflexa’st;Trombendarterektoomia ramus circumflexa’st;Trombendarterektoomia ramus circumflexa’st;;;01.01.2003;;;Sotsiaalministeerium, Eesti Haigekassa;1;aorto-koronaarsed šunteerimised
FNF30;Trombendarterektoomia vasaku koronaararteri tüvest;Trombendarterektoomia vasaku koronaararteri tüvest;Trombendarterektoomia vasaku koronaararteri tüvest;;;01.01.2003;;;Sotsiaalministeerium, Eesti Haigekassa;1;aorto-koronaarsed šunteerimised
FNF96;Muu trombendarterektoomia koronaararterist;Muu trombendarterektoomia koronaararterist;Muu trombendarterektoomia koronaararterist;;;01.01.2003;;;Sotsiaalministeerium, Eesti Haigekassa;1;aorto-koronaarsed šunteerimised
FNG00;Koronaararteri dilatatsioon;Koronaararteri dilatatsioon;Koronaararteri dilatatsioon;;;01.01.2003;;;Sotsiaalministeerium, Eesti Haigekassa;1;aorto-koronaarsed šunteerimised
FNG02;Perkutaanne transluminaalne koronaar-angioplastika;Perkutaanne transluminaalne koronaar-angioplastika;Perkutaanne transluminaalne koronaar-angioplastika;;;01.01.2003;;;Sotsiaalministeerium, Eesti Haigekassa;1;aorto-koronaarsed šunteerimised
FNG05;Perkutaanne transluminaalne koronaar-angioplastika koos stendi paigaldamisega;Perkutaanne transluminaalne koronaar-angioplastika koos stendi paigaldamisega;Perkutaanne transluminaalne koronaar-angioplastika koos stendi paigaldamisega;;;01.01.2003;;;Sotsiaalministeerium, Eesti Haigekassa;1;aorto-koronaarsed šunteerimised
FNG10;Koronaararteri embolektoomia;Koronaararteri embolektoomia;Koronaararteri embolektoomia;;;01.01.2003;;;Sotsiaalministeerium, Eesti Haigekassa;1;aorto-koronaarsed šunteerimised
FNG20;Võõrkeha eemaldamine koronaararterist;Võõrkeha eemaldamine koronaararterist;Võõrkeha eemaldamine koronaararterist;;;01.01.2003;;;Sotsiaalministeerium, Eesti Haigekassa;1;aorto-koronaarsed šunteerimised
FNG22;Perkutaanne transluminaalne võõrkeha eemaldamine koronaararterist;Perkutaanne transluminaalne võõrkeha eemaldamine koronaararterist;Perkutaanne transluminaalne võõrkeha eemaldamine koronaararterist;;;01.01.2003;;;Sotsiaalministeerium, Eesti Haigekassa;1;aorto-koronaarsed šunteerimised
FNG30;Koronaararteri laiendamine lapiga ;Koronaararteri laiendamine lapiga;Koronaararteri laiendamine lapiga;;;01.01.2003;;;Sotsiaalministeerium, Eesti Haigekassa;1;aorto-koronaarsed šunteerimised
FNG96;Koronaararteri muu rekanalisatsioon;Koronaararteri muu rekanalisatsioon;Koronaararteri muu rekanalisatsioon;;;01.01.2003;;;Sotsiaalministeerium, Eesti Haigekassa;1;aorto-koronaarsed šunteerimised
FNH00;Koronaararteri suturatsioon;Koronaararteri suturatsioon;Koronaararteri suturatsioon;;;01.01.2003;;;Sotsiaalministeerium, Eesti Haigekassa;1;aorto-koronaarsed šunteerimised
FNH10;Koronaararteri korrektsioon lapiga;Koronaararteri korrektsioon lapiga;Koronaararteri korrektsioon lapiga;;;01.01.2003;;;Sotsiaalministeerium, Eesti Haigekassa;1;aorto-koronaarsed šunteerimised
FNH20;Koronaararteri korrektsioon bypass’iga;Koronaararteri korrektsioon bypass’iga;Koronaararteri korrektsioon bypass’iga;;;01.01.2003;;;Sotsiaalministeerium, Eesti Haigekassa;1;aorto-koronaarsed šunteerimised
FNH96;Koronaararteri muu korrektsioon;Koronaararteri muu korrektsioon;Koronaararteri muu korrektsioon;;;01.01.2003;;;Sotsiaalministeerium, Eesti Haigekassa;1;aorto-koronaarsed šunteerimised
FNJ00;Anomaalse koronaararteri ligeerimine;Anomaalse koronaararteri ligeerimine;Anomaalse koronaararteri ligeerimine;;;01.01.2003;;;Sotsiaalministeerium, Eesti Haigekassa;1;aorto-koronaarsed šunteerimised
FNJ02;Perkutaanne transluminaalne anomaalse koronaararteri okluseerimine;Perkutaanne transluminaalne anomaalse koronaararteri okluseerimine;Perkutaanne transluminaalne anomaalse koronaararteri okluseerimine;;;01.01.2003;;;Sotsiaalministeerium, Eesti Haigekassa;1;aorto-koronaarsed šunteerimised
FNJ10;Koronaarfistuli sulgemine;Koronaarfistuli sulgemine;Koronaarfistuli sulgemine;;;01.01.2003;;;Sotsiaalministeerium, Eesti Haigekassa;1;aorto-koronaarsed šunteerimised
FNJ12;Perkutaanne transluminaalne koronaarfistuli okluseerimine;Perkutaanne transluminaalne koronaarfistuli okluseerimine;Perkutaanne transluminaalne koronaarfistuli okluseerimine;;;01.01.2003;;;Sotsiaalministeerium, Eesti Haigekassa;1;aorto-koronaarsed šunteerimised
FNJ96;Muu operatsioon koronaarfistuli korral;Muu operatsioon koronaarfistuli korral;Muu operatsioon koronaarfistuli korral;;;01.01.2003;;;Sotsiaalministeerium, Eesti Haigekassa;1;aorto-koronaarsed šunteerimised
FNK00;Koronaararteri transpositsioon;Koronaararteri transpositsioon;Koronaararteri transpositsioon;;;01.01.2003;;;Sotsiaalministeerium, Eesti Haigekassa;1;aorto-koronaarsed šunteerimised
FNK10;Pulmonaalarteri plastika anastomoosiga aorti;Pulmonaalarteri plastika anastomoosiga aorti;Pulmonaalarteri plastika anastomoosiga aorti;;;01.01.2003;;;Sotsiaalministeerium, Eesti Haigekassa;1;aorto-koronaarsed šunteerimised
FNK20;Anomaalse koronaararteri ligeerimine ja rekonstruktsioon bypass’iga;Anomaalse koronaararteri ligeerimine ja rekonstruktsioon bypass’iga;Anomaalse koronaararteri ligeerimine ja rekonstruktsioon bypass’iga;;;01.01.2003;;;Sotsiaalministeerium, Eesti Haigekassa;1;aorto-koronaarsed šunteerimised
FNK96;Koronaararteri anomaalse lähtekoha muu korrektsioon;Koronaararteri anomaalse lähtekoha muu korrektsioon;Koronaararteri anomaalse lähtekoha muu korrektsioon;;;01.01.2003;;;Sotsiaalministeerium, Eesti Haigekassa;1;aorto-koronaarsed šunteerimised
FNW96;Muu operatsioon koronaararteritel;Muu operatsioon koronaararteritel;Muu operatsioon koronaararteritel;;;01.01.2003;;;Sotsiaalministeerium, Eesti Haigekassa;1;aorto-koronaarsed šunteerimised
FNW98;Muu perkutaanne transluminaalne protseduur koronaararteritel;Muu perkutaanne transluminaalne protseduur koronaararteritel;Muu perkutaanne transluminaalne protseduur koronaararteritel;;;01.01.2003;;;Sotsiaalministeerium, Eesti Haigekassa;1;aorto-koronaarsed šunteerimised
FPE00;Südame tehisrütmuri implantatsioon transvenoosse vatsakese elektroodiga;Südame tehisrütmuri implantatsioon transvenoosse vatsakese elektroodiga;Südame tehisrütmuri implantatsioon transvenoosse vatsakese elektroodiga;;;01.01.2003;;;Sotsiaalministeerium, Eesti Haigekassa;1;kardiostimulaatori paigaldus
FPE10;Südame tehisrütmuri implantatsioon transvenoosse koja elektroodiga;Südame tehisrütmuri implantatsioon transvenoosse koja elektroodiga;Südame tehisrütmuri implantatsioon transvenoosse koja elektroodiga;;;01.01.2003;;;Sotsiaalministeerium, Eesti Haigekassa;1;kardiostimulaatori paigaldus
FPE20;Südame tehisrütmuri implantatsioon transvenoosse koja ja vatsakese elektroodiga;Südame tehisrütmuri implantatsioon transvenoosse koja ja vatsakese elektroodiga;Südame tehisrütmuri implantatsioon transvenoosse koja ja vatsakese elektroodiga;;;01.01.2003;;;Sotsiaalministeerium, Eesti Haigekassa;1;kardiostimulaatori paigaldus
FPE30;Südame tehisrütmuri vahetus;Südame tehisrütmuri vahetus;Südame tehisrütmuri vahetus;;;01.01.2003;;;Sotsiaalministeerium, Eesti Haigekassa;1;kardiostimulaatori paigaldus
FPE40;Südame tehisrütmuri elektroodi vahetus;Südame tehisrütmuri elektroodi vahetus;Südame tehisrütmuri elektroodi vahetus;;;01.01.2003;;;Sotsiaalministeerium, Eesti Haigekassa;1;kardiostimulaatori paigaldus
