Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus
BSTATE;vastsündinu seisund väljakirjutamisel;vastsündinu seisund väljakirjutamisel;vastsündinu seisund väljakirjutamisel;0;0;7.09.2007;;;;1;
PRGNNR;rasedus (mitmes);rasedus (mitmes);rasedus (mitmes);0;0;7.09.2007;;;;1;
BIRTHNR;sünnitus (mitmes);sünnitus (mitmes);sünnitus (mitmes);0;0;7.09.2007;;;;1;
PRGNWK ;rasedusnädalad (nädalates);rasedusnädalad (nädalates);rasedusnädalad (nädalates);0;0;7.09.2007;;;;1;
BIRTH ;sündis;sündis;sündis;0;0;7.09.2007;;;;1;
WEIGHT ;kaal;kaal;kaal;0;0;7.09.2007;;;;1;
LENGTH ;pikkus;pikkus;pikkus;0;0;7.09.2007;;;;1;
HPM ;peaümbermõõt (cm);peaümbermõõt (cm);peaümbermõõt (cm);0;0;7.09.2007;;;;1;
BPM ;rinnaümbermõõt (cm);rinnaümbermõõt (cm);rinnaümbermõõt (cm);0;0;7.09.2007;;;;1;
APGAR1 ;apgar 1 minutil (10 palli skaala);apgar 1 minutil (10 palli skaala);apgar 1 minutil (10 palli skaala);0;0;7.09.2007;;;;1;
APGAR5 ;apgar 5 minutil (10 palli skaala);apgar 5 minutil (10 palli skaala);apgar 5 minutil (10 palli skaala);0;0;7.09.2007;;;;1;
UMBSTAT ;nabaväädi köndi seisund;nabaväädi köndi seisund;nabaväädi köndi seisund;0;0;7.09.2007;;;;1;
TESTICL ;testiste laskumine;testiste laskumine;testiste laskumine;0;0;7.09.2007;;;;1;
FEED ;toit;toit;toit;0;0;7.09.2007;;;;1;
SKIN ;nahk (nahk ja limaskestad);nahk (nahk ja limaskestad);nahk (nahk ja limaskestad);0;0;7.09.2007;;;;1;
STATE;üldseisund;üldseisund;üldseisund;0;0;7.09.2007;;;;1;
BLFONTANEL ;suur lõge (lõge mõõtmine);suur lõge (lõge mõõtmine);suur lõge (lõge mõõtmine);0;0;7.09.2007;;;;1;
BFONTANEL ;lõge laius;lõge laius;lõge laius;0;0;7.09.2007;;;;1;
LFONTANEL ;lõge pikkus;lõge pikkus;lõge pikkus;0;0;7.09.2007;;;;1;
FONTANEL ;lõge;lõge;lõge;0;0;7.09.2007;;;;1;
CRA ;kraniotaabes;kraniotaabes;kraniotaabes;0;0;7.09.2007;;;;1;
LYMPH ;lümfisõlmed;lümfisõlmed;lümfisõlmed;0;0;7.09.2007;;;;1;
HEART ;süda;süda;süda;0;0;7.09.2007;;;;1;
PULM ;kopsud;kopsud;kopsud;0;0;7.09.2007;;;;1;
STOM ;kõht;kõht;kõht;0;0;7.09.2007;;;;1;
UROL;urogenitaalsüsteem;urogenitaalsüsteem;urogenitaalsüsteem;0;0;7.09.2007;;;;1;
MUSC;luu-, liiges-, lihaskond;luu-, liiges-, lihaskond;luu-, liiges-, lihaskond;0;0;7.09.2007;;;;1;
POST ;rüht;rüht;rüht;0;0;7.09.2007;;;;1;
HIP ;puusaliigesed;puusaliigesed;puusaliigesed;0;0;7.09.2007;;;;1;
MCAV ;suuõõne- ja hammaskonna kontroll ;suuõõne- ja hammaskonna kontroll ;suuõõne- ja hammaskonna kontroll ;0;0;7.09.2007;;;;1;
OTHERPAT ;muud patoloogiad;muud patoloogiad;muud patoloogiad;0;0;7.09.2007;;;;1;
MENARCHE ;menarche;menarche;menarche;0;0;7.09.2007;;;;1;
MENST ;menstruatsioon;menstruatsioon;menstruatsioon;0;0;7.09.2007;;;;1;
BREA ;rinnad;rinnad;rinnad;0;0;7.09.2007;;;;1;
GEN ;genitaalid;genitaalid;genitaalid;0;0;7.09.2007;;;;1;
PEL ;pubitaalkarvastik;pubitaalkarvastik;pubitaalkarvastik;0;0;7.09.2007;;;;1;
AGE;vanus;vanus;vanus;0;0;7.09.2007;;;;1;
VISACUITY;nägemisteravuse kontroll;nägemisteravuse kontroll;nägemisteravuse kontroll;0;0;7.09.2007;;;;1;
ORCAV_MUC;suu limaskest/suuõõs;suu limaskest/suuõõs;suu limaskest/suuõõs;0;0;1.06.2013;;;;1;
TEETH;hambad;hambad;hambad;0;0;1.06.2013;;;;1;
ABDPALP;kõhu palpatsiooni leid;kõhu palpatsiooni leid;kõhu palpatsiooni leid;0;0;1.06.2013;;;;1;
MENTABIL;teadvus ja vaimsed võimed;teadvus ja vaimsed võimed;teadvus ja vaimsed võimed;0;0;1.06.2013;;;;1;
MENGSYND;meningeaalsündroom;meningeaalsündroom;meningeaalsündroom;0;0;1.06.2013;;;;1;
MOTORFU;motoorika;motoorika;motoorika;0;0;1.06.2013;;;;1;
SKINSENS;naha tundlikkus;naha tundlikkus;naha tundlikkus;0;0;1.06.2013;;;;1;
