Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus
F00;Dementsus Alzheimeri tõvest;Dementsus Alzheimeri tõvest;Dementsus Alzheimeri tõvest;;;01.01.2014;;;EPS;1;
F00.0;Varajase algusega dementsus Alzheimeri tõvest;Varajase algusega dementsus Alzheimeri tõvest;Varajase algusega dementsus Alzheimeri tõvest;;;01.01.2014;;;EPS;1;
F00.1;Hilise algusega dementsus Alzheimeri tõvest;Hilise algusega dementsus Alzheimeri tõvest;Hilise algusega dementsus Alzheimeri tõvest;;;01.01.2014;;;EPS;1;
F00.2;Atüüpiline või segatüüpi dementsus Alzheimeri tõvest;Atüüpiline või segatüüpi dementsus Alzheimeri tõvest;Atüüpiline või segatüüpi dementsus Alzheimeri tõvest;;;01.01.2014;;;EPS;1;
F00.9;Täpsustamata dementsus Alzheimeri tõvest;Täpsustamata dementsus Alzheimeri tõvest;Täpsustamata dementsus Alzheimeri tõvest;;;01.01.2014;;;EPS;1;
F01;Vaskulaarne dementsus;Vaskulaarne dementsus;Vaskulaarne dementsus;;;01.01.2014;;;EPS;1;
F01.0;Ägeda algusega vaskulaarne dementsus;Ägeda algusega vaskulaarne dementsus;Ägeda algusega vaskulaarne dementsus;;;01.01.2014;;;EPS;1;
F01.1;Multiinfarktne (valdavalt kortikaalne) vaskulaarne dementsus;Multiinfarktne (valdavalt kortikaalne) vaskulaarne dementsus;Multiinfarktne (valdavalt kortikaalne) vaskulaarne dementsus;;;01.01.2014;;;EPS;1;
F01.2;Subkortikaalne vaskulaarne dementsus;Subkortikaalne vaskulaarne dementsus;Subkortikaalne vaskulaarne dementsus;;;01.01.2014;;;EPS;1;
F01.3;Segatüüpi (kortikaalne ja subkortikaalne) vaskulaarne dementsus;Segatüüpi (kortikaalne ja subkortikaalne) vaskulaarne dementsus;Segatüüpi (kortikaalne ja subkortikaalne) vaskulaarne dementsus;;;01.01.2014;;;EPS;1;
F01.8;Muu täpsustatud vaskulaarne dementsus;Muu täpsustatud vaskulaarne dementsus;Muu täpsustatud vaskulaarne dementsus;;;01.01.2014;;;EPS;1;
F01.9;Täpsustamata vaskulaarne dementsus;Täpsustamata vaskulaarne dementsus;Täpsustamata vaskulaarne dementsus;;;01.01.2014;;;EPS;1;
F02;Dementsus MK muudest haigustest;Dementsus MK muudest haigustest;Dementsus MK muudest haigustest;;;01.01.2014;;;EPS;1;
F02.0;Dementsus Picki tõvest;Dementsus Picki tõvest;Dementsus Picki tõvest;;;01.01.2014;;;EPS;1;
F02.1;Dementsus Creutzfeldti-Jakobi tõvest;Dementsus Creutzfeldti-Jakobi tõvest;Dementsus Creutzfeldti-Jakobi tõvest;;;01.01.2014;;;EPS;1;
F02.2;Dementsus Huntingtoni tõvest;Dementsus Huntingtoni tõvest;Dementsus Huntingtoni tõvest;;;01.01.2014;;;EPS;1;
