Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus
362100003;;Keele alumine pind;Entire inferior surface of tongue (body structure);;0;01.07.2014;;09.09.2019;Eesti Patoloogide Selts;1;Versioonis 8 eemaldatud nimetusest ladinakeelne nimi
362093007;;Keele ülemine pind;Entire dorsum of tongue (body structure);;0;01.03.2017;;09.09.2019;Eesti Patoloogide Selts;1;Versioonis 8 eemaldatud nimetusest ladinakeelne nimi
314730000;;Mao lümfisõlm;Structure of lymph node of stomach (body structure);;0;01.07.2014;;31.05.2022;Eesti Patoloogide Selts;1;Versioonis 13 korrigeeritud SNOMED CT FSN: Lymph node of stomach (body structure) -> Structure of lymph node of stomach (body structure)
48469005;;Tsütoloogiline materjal;Cytologic material (specimen);;0;01.03.2017;;;Eesti Patoloogide Selts;1;
110905003;;Tsütoloogiline materjal ninaneelust;Nasopharyngeal cytologic material (specimen);;0;01.03.2017;;;Eesti Patoloogide Selts;1;
110928002;;Tsütoloogiline materjal sapijuhast;Bile duct cytologic material (specimen);;0;01.03.2017;;;Eesti Patoloogide Selts;1;
302517007;;Abaluu;Entire scapula (body structure);;0;01.07.2014;;09.09.2019;Eesti Patoloogide Selts;1;Versioonis 8 eemaldatud nimetusest ladinakeelne nimi
180930008;;Aju külgvatsake;Entire lateral ventricle (body structure);;0;01.03.2017;;09.09.2019;Eesti Patoloogide Selts;1;Versioonis 8 eemaldatud nimetusest ladinakeelne nimi
181705009;;Achilleuse kõõlus;Entire achilles tendon (body structure);;0;01.07.2014;;09.09.2019;Eesti Patoloogide Selts;1;Versioonis 8 eemaldatud nimetusest ladinakeelne nimi
264450003;;Aju soonpõimik;Entire choroid plexus (body structure);;0;01.03.2017;;09.09.2019;Eesti Patoloogide Selts;1;Versioonis 8 eemaldatud nimetusest ladinakeelne nimi
362879001;;Ajukestad;Entire meninges (body structure);;0;01.03.2017;;09.09.2019;Eesti Patoloogide Selts;1;Versioonis 8 eemaldatud nimetusest ladinakeelne nimi
279103004;;Ajusild;Entire pons (body structure);;0;01.07.2014;;09.09.2019;Eesti Patoloogide Selts;1;Versioonis 8 eemaldatud nimetusest ladinakeelne nimi
245777007;;Alahuul;Entire lower lip (body structure);;0;01.07.2014;;09.09.2019;Eesti Patoloogide Selts;1;Versioonis 8 eemaldatud nimetusest ladinakeelne nimi
362089001;;Alahuule limaskest;Entire mucous membrane of lower lip (body structure);;0;01.03.2017;;09.09.2019;Eesti Patoloogide Selts;1;Versioonis 8 eemaldatud nimetusest ladinakeelne nimi
