Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus
01;;Teadvuseta täiskavanu (alates koolieast);Teadvuseta täiskavanu (alates koolieast);;0;23.02.2023;;;EKL, TA, HK;1;Vana kood: D.01.01, D.01.02
02;;Teadvuseta laps (kuni koolieani);Teadvuseta laps (kuni koolieani);;0;23.02.2023;;;EKL, TA, HK;1;Vana kood: D.02.01, D.02.02, D.02.03
03;;Võõrkeha hingamisteedes;Võõrkeha hingamisteedes;;0;23.02.2023;;;EKL, TA, HK;1;Vana kood: D.03.01, D.03.02, D.03.03, C.03.01, C.03.02, B.03.01, N.03.01, N.03.02, N.03.03, N.03.04
04;;Suurõnnetused ja katastroofid;Suurõnnetused ja katastroofid;;0;23.02.2023;;;EKL, TA, HK;1;Vana kood: D.04.01, D.04.02, D.04.03, D.04.04, D.04.05, D.04.06, D.04.07, D.04.08, D.04.09, D.04.10, D.04.11
05;;Spetsiifiline ülesanne;Spetsiifiline ülesanne;;0;23.02.2023;;;EKL, TA, HK;1;Vana kood: D.05.01, D.05.02, D.05.03, C.05.01, C.05.02, C.05.03, B.05.01, B.05.02, B.05.03, B.05.04, B.05.05, A.05.01
06;;Ebaselge probleem;Ebaselge probleem;;0;23.02.2023;;;EKL, TA, HK;1;Vana kood: D.06.01, D.06.02, D.06.03, D.06.04, C.06.01, C.06.02, B.06.01, B.06.02, A.06.01
07;;Allergiline reaktsioon;Allergiline reaktsioon;;0;23.02.2023;;;EKL, TA, HK;1;Vana kood: D.07.01, D.07.02, D.07.03, D.07.04, D.07.05, D.07.06, D.07.07, D.07.08, D.07.09, C.07.01, C.07.02, N.07.01, N.07.02, N.07.03
08;;Verejooks (mittetraumaatiline);Verejooks (mittetraumaatiline);;0;23.02.2023;;;EKL, TA, HK;1;Vana kood: D.08.01, D.08.02, D.08.03, D.08.04, D.08.05, D.08.06, D.08.07, D.08.08, D.08.09, D.08.10, C.08.01, C.08.02, B.08.01, B.08.02, B.08.03, N.08.01, N.08.02, N.08.03, N.08.04, N.08.05, N.08.06
09;;Põletus, tulekahju ja elektritrauma;Põletus, tulekahju ja elektritrauma;;0;23.02.2023;;;EKL, TA, HK;1;Vana kood: D.09.01, D.09.02, D.09.03, D.09.04, D.09.05, D.09.06, D.09.07, D.09.08, D.09.09, D.09.10, C.09.01, C.09.02, C.09.03, B.09.01, B.09.02, N.09.01, N.09.02
10;;Rindkerevalu ja südamehaigused;Rindkerevalu ja südamehaigused;;0;23.02.2023;;;EKL, TA, HK;1;Vana kood: D.10.01, D.10.02, D.10.03, D.10.04, C.10.01, B.10.01, B.10.02, N.10.01, N.10.02, N.10.03
11;;Diabeet ehk suhkruhaigus;Diabeet ehk suhkruhaigus;;0;23.02.2023;;;EKL, TA, HK;1;Vana kood: D.11.01, D.11.02, D.11.03, D.11.04, C.11.01, C.11.02, B.11.01, B.11.02, N.11.01, N.11.02, N.11.03
12;;Uppumine;Uppumine;;0;23.02.2023;;;EKL, TA, HK;1;Vana kood: D.12.01, D.12.02, D.12.03, D.12.04, D.12.05, D.12.06, D.12.07, C.12.01, C.12.02
13;;Sukeldumisõnnetus;Sukeldumisõnnetus;;0;23.02.2023;;;EKL, TA, HK;1;Vana kood: D.13.01, D.13.02, D.13.03, D.13.04, D.13.05, D.13.06, D.13.07, D.13.08, C.13.01, C.13.02, C.13.03, C.13.04, C.13.05, N.13.01, N.13.02
14;;Looma- ja putukahammustus;Looma- ja putukahammustus;;0;23.02.2023;;;EKL, TA, HK;1;Vana kood: D.14.01,D.14.02, D.14.03, D.14.04, D.14.05, D.14.06, D.14.07, D.14.08, D.14.09, D.14.10, D.14.11, C.14.01, C.14.02, C.14.03, B.14.01, B.14.02, N.14.01, N.14.02, N.14.03, N.14.04, N.14.05, N.14.06
15;;Palavik;Palavik;;0;23.02.2023;;;EKL, TA, HK;1;Vana kood: D.15.01, D.15.02, D.15.03, D.15.04, D.15.05, D.15.06, C.15.01, C.15.02, C.15.03, B.15.01, A.15.01, A.15.02, N.15.01, N.15.02, N.15.03, N.15.04, N.15.05
16;;Mürgistus lapsel (kuni 16. a);Mürgistus lapsel (kuni 16. a);;0;23.02.2023;;;EKL, TA, HK;1;Vana kood: D.16.01, D.16.02, D.16.03, D.16.04, D.16.05, D.16.06, D.16.07, C.16.01, C.16.02, C.16.03, B.16.01
17;;Sünnitus;Sünnitus;;0;23.02.2023;;;EKL, TA, HK;1;Vana kood: D.17.01, D.17.02, D.17.03, D.17.04, D.17.05, D.17.06, D.17.07, D.17.08, D.17.09, C.17.01, B.17.01, A.17.01, A.17.02, A.17.03, A.17.04, A.17.05, N.17.01, N.17.02
18;;Günekoloogiline probleem ja rasedus;Günekoloogiline probleem ja rasedus;;0;23.02.2023;;;EKL, TA, HK;1;Vana kood: D.18.01, D.18.02, D.18.03, D.18.04, D.18.05, D.18.06, D.18.07, D.18.08, D.18.09, C.18.01, C.18.02, B.18.01, B.18.02, B.18.03, N.18.01, N.18.02, N.18.03, N.18.04,N.18.05, N.18.06
19;;Peavalu;Peavalu;;0;23.02.2023;;;EKL, TA, HK;1;Vana kood: D.19.01, D.19.02, D.19.03, D.19.04, C.19.01, B.19.01, B.19.02, N.19.01, N.19.01
20;;Nahk ja lööve;Nahk ja lööve;;0;23.02.2023;;;EKL, TA, HK;1;Vana kood: D.20.01, D.20.02, D.20.03, D.20.04, B.20.01, N.20.01, N.20.02, N.20.03, N.20.04, N.20.05, N.20.06
21;;Hüpotermia ja hüpertermia;Hüpotermia ja hüpertermia;;0;23.02.2023;;;EKL, TA, HK;1;Vana kood: D.21.01, D.21.02, D.21.03, D.21.04, D.21.05, D.21.06, C.21.01, C.21.02, C.21.03, N.21.01, N.21.02, N.21.03, N.21.04
22;;Kemikaalid ja gaasid;Kemikaalid ja gaasid;;0;23.02.2023;;;EKL, TA, HK;1;Vana kood: D.22.01, D.22.02, D.22.03, D.22.04, D.22.05, D.22.06, D.22.07, D.22.08, D.22.09, C.22.01, C.22.02, C.22.03, C.22.04, C.22.05, N.22.01, N.22.02, N.22.03
23;;Krambihoog;Krambihoog;;0;23.02.2023;;;EKL, TA, HK;1;Vana kood: D.23.01, D.23.02, D.23.03, D.23.04, D.23.05, D.23.06, D.23.07, D.23.08, C.23.01, C.23.02, C.23.03, B.23.01, N.23.01, N.23.02
24;;Kõhuvalu ja seljavalu;Kõhuvalu ja seljavalu;;0;23.02.2023;;;EKL, TA, HK;1;Vana kood: D.24.01, D.24.02, D.24.03, D.24.04, D.24.05, C.24.01, C.24.02, C.24.03, C.24.04, C.24.05, C.24.06, C.24.07, B.24.01, B.24.02, A.24.01, N.24.01, N.24.02, N.24.03
25;;Surmajuhtum;Surmajuhtum;;0;23.02.2023;;;EKL, TA, HK;1;Vana kood: D.25.01, C.25.01, A.25.01, N.25.01
26;;Teadvushäire, halvatus ja pearinglus;Teadvushäire, halvatus ja pearinglus;;0;23.02.2023;;;EKL, TA, HK;1;Vana kood: D.26.01, D.26.02, D.26.03, D.26.04, D.26.05, D.26.06, C.26.01, C.26.02, C.26.03, C.26.04, C.26.05, N.26.01, N.26.02, N.26.02, N.26.03
27;;Psüühikahäire ja suitsiid;Psüühikahäire ja suitsiid;;0;23.02.2023;;;EKL, TA, HK;1;Vana kood: D.27.01, D.27.02, D.27.03, D.27.04, D.27.05, D.27.06, D.27.07, D.27.01, D.27.08, D.27.09, D.27.10, D.27.11, C.27.01, C.27.02, C.27.03, B.27.01, N.27.01, N.27.01, N.27.02, N.27.03, N.27.04
