Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus
HKSTAIN001;;AB;Altsiaansinise (ph 2.5) värving;;0;30.08.2023;;;Eesti Patoloogide Selts;1;
HKSTAIN002;;AB+PAS;Altsiaansinise (ph 2.5) + PAS (periodic acid-Schiff) värving;;0;30.08.2023;;;Eesti Patoloogide Selts;1;
HKSTAIN003;;AF;Aluseline fosfataas;;0;30.08.2023;;;Eesti Patoloogide Selts;1;
HKSTAIN004;;AFB;Ziehl-neelseni värving;;0;30.08.2023;;;Eesti Patoloogide Selts;1;
HKSTAIN005;;Bile;Sapipigmentide määramine;;0;30.08.2023;;;Eesti Patoloogide Selts;1;
HKSTAIN006;;Congo Red;Kongo punase värving;;0;30.08.2023;;;Eesti Patoloogide Selts;1;
HKSTAIN007;;COX;Cytochrome C oxidase;;0;30.08.2023;;;Eesti Patoloogide Selts;1;
HKSTAIN008;;Cu;Vase värving rodaniiniga;;0;30.08.2023;;;Eesti Patoloogide Selts;1;
HKSTAIN009;;Elastic;Verhoeffi värving elastsetele kiududele;;0;30.08.2023;;;Eesti Patoloogide Selts;1;
HKSTAIN010;;Est;Mitte-spetsiifiline esteraas;;0;30.08.2023;;;Eesti Patoloogide Selts;1;
HKSTAIN011;;Fe;Berliinsinise värving rauale;;0;30.08.2023;;;Eesti Patoloogide Selts;1;
HKSTAIN012;;G;Giemsa värving diferentsimisega Zenkeri fiksaatoris proovidele;;0;30.08.2023;;;Eesti Patoloogide Selts;1;
HKSTAIN013;;G-HP;Helicobacter Pylori eristamiseks ;;0;30.08.2023;;;Eesti Patoloogide Selts;1;
HKSTAIN014;;Giemsa;Giemsa värving diferentsimisega;;0;30.08.2023;;;Eesti Patoloogide Selts;1;
HKSTAIN015;;GMS II;Grocotti värving seentele;;0;30.08.2023;;;Eesti Patoloogide Selts;1;
HKSTAIN016;;Gram;Gram värving bakteritele;;0;30.08.2023;;;Eesti Patoloogide Selts;1;
HKSTAIN017;;H;Hematoksüliin-eosiini värving Zenkeri fiksaatoris proovidele;;0;30.08.2023;;;Eesti Patoloogide Selts;1;
HKSTAIN018;;Hale's;Hale’i kolloidraua värving;;0;30.08.2023;;;Eesti Patoloogide Selts;1;
HKSTAIN019;;HF;Happeline fosfataas;;0;30.08.2023;;;Eesti Patoloogide Selts;1;
HKSTAIN020;;Hõbe;Retikuliinkiudude värving;;0;30.08.2023;;;Eesti Patoloogide Selts;1;
HKSTAIN021;;Jones;Jones'i värving, PASM (periodic acid silver methenamine);;0;30.08.2023;;;Eesti Patoloogide Selts;1;
HKSTAIN022;;LFB;Luxol fast blue värving müeliinkiududele;;0;30.08.2023;;;Eesti Patoloogide Selts;1;
HKSTAIN023;;M-Fontana;Masson-Fontana värving;;0;30.08.2023;;;Eesti Patoloogide Selts;1;
HKSTAIN024;;mGT;Gomori Trichrome (modifitseeritud);;0;30.08.2023;;;Eesti Patoloogide Selts;1;
HKSTAIN025;;Mucic;Mutsikarmiini värving;;0;30.08.2023;;;Eesti Patoloogide Selts;1;
HKSTAIN026;;NADH;NADH diaphorase ;;0;30.08.2023;;;Eesti Patoloogide Selts;1;
HKSTAIN027;;Nissl;Nissli värving neuronitele;;0;30.08.2023;;;Eesti Patoloogide Selts;1;
HKSTAIN028;;ORO;Oil Red O;;0;30.08.2023;;;Eesti Patoloogide Selts;1;
HKSTAIN029;;PAS;Pas (periodic acid-Schiff) värving;;0;30.08.2023;;;Eesti Patoloogide Selts;1;
HKSTAIN030;;PAS-D;Pas (periodic acid-Schiff) värving diastaasiga;;0;30.08.2023;;;Eesti Patoloogide Selts;1;
HKSTAIN031;;SDH;Succinic dehydrogenase;;0;30.08.2023;;;Eesti Patoloogide Selts;1;
HKSTAIN032;;SM;Sudaanmust värving rasvale/ lipiidmakrofaagidele;;0;30.08.2023;;;Eesti Patoloogide Selts;1;
HKSTAIN033;;Steiner;Värving spiroheetidele;;0;30.08.2023;;;Eesti Patoloogide Selts;1;
HKSTAIN034;;Trichrome;Masson Trichrome värving;;0;30.08.2023;;;Eesti Patoloogide Selts;1;
HKSTAIN035;;VG;Van Giesoni värving;;0;30.08.2023;;;Eesti Patoloogide Selts;1;
HKSTAIN036;;Von Kossa;Von kossa meetod kaltsiumile;;0;30.08.2023;;;Eesti Patoloogide Selts;1;
