Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus
V101;intensiivravi I aste;intensiivravi I aste;intensiivravi I aste;;;10.01.2008;;;Sotsiaalministeerium, piret.simmo@sm.ee;1;V66 intensiivravi I aste
V102;intensiivravi II aste;intensiivravi II aste;intensiivravi II aste;;;10.01.2008;;;Sotsiaalministeerium, piret.simmo@sm.ee;1;V67 intensiivravi II aste
V103;intensiivravi III aste;intensiivravi III aste;intensiivravi III aste;;;10.01.2008;;;Sotsiaalministeerium, piret.simmo@sm.ee;1;V68 intensiivravi III aste
V110;endokrinoloogia;endokrinoloogia;endokrinoloogia;;;10.01.2008;;;Sotsiaalministeerium, piret.simmo@sm.ee;1;V11 endokrinoloogia
V120;gastroenteroloogia;gastroenteroloogia;gastroenteroloogia;;;10.01.2008;;;Sotsiaalministeerium, piret.simmo@sm.ee;1;V05 gastroenteroloogia
V130;hematoloogia;hematoloogia;hematoloogia;;;10.01.2008;;;Sotsiaalministeerium, piret.simmo@sm.ee;1;V15 hematoloogia
V140;hooldusravi;hooldusravi;hooldusravi;;;10.01.2008;;;Sotsiaalministeerium, piret.simmo@sm.ee;1;"V09 hooldusravi;  hooldusravi - õenduslik ala, hooldusravi arenduskava (SoM-i kodulehel)"
V150;kardioloogia;kardioloogia;kardioloogia;;;10.01.2008;;;Sotsiaalministeerium, piret.simmo@sm.ee;1;V03 kardioloogia
V161;kardiokirurgia;kardiokirurgia;kardiokirurgia;;;10.01.2008;;;Sotsiaalministeerium, piret.simmo@sm.ee;1;V26 kardiovaskulaarkirurgia
V162;vaskulaarkirurgia;vaskulaarkirurgia;vaskulaarkirurgia;;;10.01.2008;;;Sotsiaalministeerium, piret.simmo@sm.ee;1;V70 veresoontekirurgia
V170;kõrva-nina-kurguhaigused;kõrva-nina-kurguhaigused;kõrva-nina-kurguhaigused;;;10.01.2008;;;Sotsiaalministeerium, piret.simmo@sm.ee;1;V54 nina-kõrvakurguhaigused
V180;lastehaigused;lastehaigused;lastehaigused;;;10.01.2008;;;Sotsiaalministeerium, piret.simmo@sm.ee;1;V59 lastehaigused
V190;lastekirurgia;lastekirurgia;lastekirurgia;;;10.01.2008;;;Sotsiaalministeerium, piret.simmo@sm.ee;1;V21 lastekirurgia
V200;naha- ja suguhaigused;naha- ja suguhaigused;naha- ja suguhaigused;;;10.01.2008;;;Sotsiaalministeerium, piret.simmo@sm.ee;1;V56 naha- ja suguhaigused
V210;nakkushaigused;nakkushaigused;nakkushaigused;;;10.01.2008;;;Sotsiaalministeerium, piret.simmo@sm.ee;1;V13 nakkushaigused
V211;laste nakkushaigused;laste nakkushaigused;laste nakkushaigused;;;10.01.2008;31.12.2012;;Sotsiaalministeerium, piret.simmo@sm.ee;0;"alates 20.06.2012 ei ole kasutusel. V14 laste nakkushaigused; kasutamise põhimõtte: kasutatakse siis kui TTO-l on nõuetekohane struktuuriüksus, ei kasutata üksikute juhtude kirjeldusel. "
V220;nefroloogia;nefroloogia;nefroloogia;;;10.01.2008;;;Sotsiaalministeerium, piret.simmo@sm.ee;1;V17 nefroloogia
V230;neurokirurgia;neurokirurgia;neurokirurgia;;;10.01.2008;;;Sotsiaalministeerium, piret.simmo@sm.ee;1;V22 neurokirurgia
V240;neuroloogia;neuroloogia;neuroloogia;;;10.01.2008;;;Sotsiaalministeerium, piret.simmo@sm.ee;1;V48 neuroloogia
