Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus
A00;Koolera;Koolera;Koolera;;0;01.01.2011;;;Terviseamet;1;
A00.0;Vibrio cholerae 01, biovar cholerae koolera    ;Vibrio cholerae 01, biovar cholerae koolera    ;Vibrio cholerae 01, biovar cholerae koolera    ;0;1;01.01.2011;;;Terviseamet;1;
A00.1;Vibrio cholerae 01, biovar El Tor'i koolera    ;Vibrio cholerae 01, biovar El Tor'i koolera    ;Vibrio cholerae 01, biovar El Tor'i koolera    ;0;1;01.01.2011;;;Terviseamet;1;
A00.9;Täpsustamata koolera  ;Täpsustamata koolera  ;Täpsustamata koolera  ;0;1;01.01.2011;;;Terviseamet;1;
A01.0;"Kõhutüüfus; Salmonella typhi nakkus";"Kõhutüüfus; Salmonella typhi nakkus";"Kõhutüüfus; Salmonella typhi nakkus";0;1;01.01.2011;;;Terviseamet;1;
A01.1;Paratüüfus A;Paratüüfus A;Paratüüfus A;0;1;01.01.2011;;;Terviseamet;1;
A01.2;Paratüüfus B;Paratüüfus B;Paratüüfus B;0;1;01.01.2011;;;Terviseamet;1;
A01.3;Paratüüfus C;Paratüüfus C;Paratüüfus C;0;1;01.01.2011;;;Terviseamet;1;
A01.4;"Täpsustamata paratüüfus; Teisiti täpsustamata Salmonella paratyphi nakkus";"Täpsustamata paratüüfus; Teisiti täpsustamata Salmonella paratyphi nakkus";"Täpsustamata paratüüfus; Teisiti täpsustamata Salmonella paratyphi nakkus";0;1;01.01.2011;;;Terviseamet;1;
A05.1;Botulism;Botulism;Botulism;0;1;01.01.2011;;;Terviseamet;1;
A20;Katk;Katk;Katk;;0;01.01.2011;;;Terviseamet;1;
A20.0;Buboonkatk;Buboonkatk;Buboonkatk;0;1;01.01.2011;;;Terviseamet;1;
A20.1;Nahakatk;Nahakatk;Nahakatk;0;1;01.01.2011;;;Terviseamet;1;
A20.2;Kopsukatk;Kopsukatk;Kopsukatk;0;1;01.01.2011;;;Terviseamet;1;
A20.3;Katkumeningiit;Katkumeningiit;Katkumeningiit;0;1;01.01.2011;;;Terviseamet;1;
A20.7;Katkuseptitseemia;Katkuseptitseemia;Katkuseptitseemia;0;1;01.01.2011;;;Terviseamet;1;
A20.8;Muud katkuvormid;Muud katkuvormid;Muud katkuvormid;0;1;01.01.2011;;;Terviseamet;1;
A20.9;Täpsustamata katk;Täpsustamata katk;Täpsustamata katk;0;1;01.01.2011;;;Terviseamet;1;
A21;Tulareemia;Tulareemia;Tulareemia;;0;01.01.2011;;;Terviseamet;1;
A21.0;Ultseroglandulaarne tulareemia;Ultseroglandulaarne tulareemia;Ultseroglandulaarne tulareemia;0;1;01.01.2011;;;Terviseamet;1;
A21.1;Okuloglandulaarne tulareemia;Okuloglandulaarne tulareemia;Okuloglandulaarne tulareemia;0;1;01.01.2011;;;Terviseamet;1;
A21.2;Kopsutulareemia;Kopsutulareemia;Kopsutulareemia;0;1;01.01.2011;;;Terviseamet;1;
A21.3;Gastrointestinaalne tulareemia;Gastrointestinaalne tulareemia;Gastrointestinaalne tulareemia;0;1;01.01.2011;;;Terviseamet;1;
A21.7;Generaliseerunud tulareemia;Generaliseerunud tulareemia;Generaliseerunud tulareemia;0;1;01.01.2011;;;Terviseamet;1;
A21.8;Tulareemia muud vormid;Tulareemia muud vormid;Tulareemia muud vormid;0;1;01.01.2011;;;Terviseamet;1;
A21.9;Täpsustamata tulareemia;Täpsustamata tulareemia;Täpsustamata tulareemia;0;1;01.01.2011;;;Terviseamet;1;
