Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus
HOSP;haiglas viibimine;haiglas viibimine;haiglas viibimine;0;0;07.09.2007;;;;1;
DGN;lõplik kliiniline diagnoos;lõplik kliiniline diagnoos;lõplik kliiniline diagnoos;0;0;07.09.2007;;;;1;
ANAM;anamnees, diagnoosi põhjendus ja haiguse kulg;anamnees, diagnoosi põhjendus ja haiguse kulg;anamnees, diagnoosi põhjendus ja haiguse kulg;0;0;07.09.2007;;;;1;
HHANAM;õendusanamnees;õendusanamnees;õendusanamnees;0;0;07.09.2007;;;;1;
ALL;allergia;allergia;allergia;0;0;07.09.2007;;;;1;
PROC;uuringud ja protseduurid;uuringud ja protseduurid;uuringud ja protseduurid;0;0;07.09.2007;;;;1;
SUR;operatsioonid;operatsioonid;operatsioonid;0;0;07.09.2007;;;;1;
ANA;laboratoorsed uuringud;laboratoorsed uuringud;laboratoorsed uuringud;0;0;07.09.2007;;;;1;
SUM;kokkuvõte patsiendi ravist;kokkuvõte patsiendi ravist;kokkuvõte patsiendi ravist;0;0;07.09.2007;;;;1;
STATE;seisund väljakirjutamisel;seisund väljakirjutamisel;seisund väljakirjutamisel;0;0;07.09.2007;;;;1;
REGIME;režiimi ja ravialased soovitused;režiimi ja ravialased soovitused;režiimi ja ravialased soovitused;0;0;07.09.2007;;;;1;
WORK;töökeskkonna ja -korralduse muutmine;töökeskkonna ja -korralduse muutmine;töökeskkonna ja -korralduse muutmine;0;0;07.09.2007;;;;1;
DRUG;väljakirjutatud ja väljastatud ravimid;väljakirjutatud ja väljastatud ravimid;väljakirjutatud ja väljastatud ravimid;0;0;07.09.2007;;;;1;
DOC;väljastatud dokumendid;väljastatud dokumendid;väljastatud dokumendid;0;0;07.09.2007;;;;1;
DIR;vastuvõtule pöördumine;vastuvõtule pöördumine;vastuvõtule pöördumine;0;0;07.09.2007;;;;1;
AMBS;ambulatoorne haigusjuhtum;ambulatoorne haigusjuhtum;ambulatoorne haigusjuhtum;0;0;07.09.2007;;;;1;
OBJFIND;objektiivne leid;objektiivne leid;objektiivne leid;0;0;07.09.2007;;;;1;
TELCONSULT;telemeditsiinilisel konsultatsioonil osalemine;telemeditsiinilisel konsultatsioonil osalemine;telemeditsiinilisel konsultatsioonil osalemine;0;0;07.09.2007;;;;1;
DAY;päevaravi haigusjuhtum;päevaravi haigusjuhtum;päevaravi haigusjuhtum;0;0;07.09.2007;;;;1;
PRGN;rasedus;rasedus;rasedus;0;0;07.09.2007;;;;1;
BLRH;veregrupp / Rf;veregrupp / Rf;veregrupp / Rf;0;0;07.09.2007;;;;1;
DGNCHR;krooniline haigus;krooniline haigus;krooniline haigus;0;0;07.09.2007;;;;1;
DGNVIR;viirus- ja nakkushaigused;viirus- ja nakkushaigused;viirus- ja nakkushaigused;0;0;07.09.2007;;;;1;
STPROC;olulisemad kirurgilised protseduurid;olulisemad kirurgilised protseduurid;olulisemad kirurgilised protseduurid;0;0;07.09.2007;;;;1;
CASELST;viimane visiit või hospitaliseerimine;viimane visiit või hospitaliseerimine;viimane visiit või hospitaliseerimine;0;0;07.09.2007;;;;1;
