Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus
REF;suunav asutus / arst;suunav asutus / arst;suunav asutus / arst;0;0;7.09.2007;;;;1;
FAM;perearst;perearst;perearst;0;0;7.09.2007;;;;1;
TRE;ravi teostav asutus/allüksus;ravi teostav asutus/allüksus;ravi teostav asutus/allüksus;0;0;7.09.2007;;;;1;
SUR;operatsiooni läbiviija;operatsiooni läbiviija;operatsiooni läbiviija;0;0;7.09.2007;;;;1;
TELCONSULT;telemeditsiinilisel konsultatsioonil osaleja;telemeditsiinilisel konsultatsioonil osaleja;telemeditsiinilisel konsultatsioonil osaleja;0;0;7.09.2007;;;;1;
IMM;immuniseerija;immuniseerija;immuniseerija;0;0;7.09.2007;;;;1;
EFF;kõrvalnähtude diagnoosija;kõrvalnähtude diagnoosija;kõrvalnähtude diagnoosija;0;0;7.09.2007;;;;1;
CTR;vastunäidustuse märkija;vastunäidustuse märkija;vastunäidustuse märkija;0;0;7.09.2007;;;;1;
PROC;toimingu teostaja;toimingu teostaja;toimingu teostaja;0;0;26.11.2009;;;;1;
VAL;hindaja;hindaja;hindaja;0;0;5.03.2014;;;;1;
DIR;spetsialist, kelle juurde suunatakse;spetsialist, kelle juurde suunatakse;spetsialist, kelle juurde suunatakse;0;0;17.06.2016;;;;1;
