Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus
J01;fikseerib pilgu, silmside, pilgukontakt;fikseerib pilgu, silmside, pilgukontakt;fikseerib pilgu, silmside, pilgukontakt;;;1.01.2008;;;Eesti E-tervise SA;1;
J02;fikseerib pilgu lühiajaliselt;fikseerib pilgu lühiajaliselt;fikseerib pilgu lühiajaliselt;;;1.01.2008;;;Eesti E-tervise SA;1;
J03;ei fikseeri pilku;ei fikseeri pilku;ei fikseeri pilku;;;1.01.2008;;;Eesti E-tervise SA;1;
J04;naeratab kõnetamisel, jälgib;naeratab kõnetamisel, jälgib;naeratab kõnetamisel, jälgib;;;1.01.2008;;;Eesti E-tervise SA;1;
J05;näitab suhtluses välja rõõmu ja pahameelt, tekivad esimesed matkimisharjutused;näitab suhtluses välja rõõmu ja pahameelt, tekivad esimesed matkimisharjutused;näitab suhtluses välja rõõmu ja pahameelt, tekivad esimesed matkimisharjutused;;;1.01.2008;;;Eesti E-tervise SA;1;
J06;pilgukontakt koos adresseeritud naeratusega;pilgukontakt koos adresseeritud naeratusega;pilgukontakt koos adresseeritud naeratusega;;;1.01.2008;;;Eesti E-tervise SA;1;
J07;tekivad esimesed ˛estid (käte sirutamine sülletahtmisel);tekivad esimesed ˛estid (käte sirutamine sülletahtmisel);tekivad esimesed ˛estid (käte sirutamine sülletahtmisel);;;1.01.2008;;;Eesti E-tervise SA;1;
J08;naeratab kõnetamisel, näitab suhtluses välja rõõmu ja pahameelt;naeratab kõnetamisel, näitab suhtluses välja rõõmu ja pahameelt;naeratab kõnetamisel, näitab suhtluses välja rõõmu ja pahameelt;;;1.01.2008;;;Eesti E-tervise SA;1;
J09;kasutab sõnu;kasutab sõnu;kasutab sõnu;;;1.01.2008;;;Eesti E-tervise SA;1;
J10;kasutab ˛este ja osutamist;kasutab ˛este ja osutamist;kasutab ˛este ja osutamist;;;1.01.2008;;;Eesti E-tervise SA;1;
