Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus
A14AA01;androstanoloon;androstanoloon;androstanoloon;;0;08.05.2018;;;TEHIK;1;
A14AA02;stanosolool;stanosolool;stanosolool;;0;08.05.2018;;;TEHIK;1;
A14AA03;metandienoon;metandienoon;metandienoon;;0;08.05.2018;;;TEHIK;1;
A14AA04;metenoloon;metenoloon;metenoloon;;0;08.05.2018;;;TEHIK;1;
A14AA05;oksümetoloon;oksümetoloon;oksümetoloon;;0;08.05.2018;;;TEHIK;1;
A14AA06;kvinboloon;kvinboloon;kvinboloon;;0;08.05.2018;;;TEHIK;1;
A14AA07;prasteroon;prasteroon;prasteroon;;0;08.05.2018;;;TEHIK;1;
A14AA08;oksandroloon;oksandroloon;oksandroloon;;0;08.05.2018;;;TEHIK;1;
A14AA09;noretandroloon;noretandroloon;noretandroloon;;0;08.05.2018;;;TEHIK;1;
A14AB01;nandroloon;nandroloon;nandroloon;;0;08.05.2018;;;TEHIK;1;
A14AB02;etüülestrenool;etüülestrenool;etüülestrenool;;0;08.05.2018;;;TEHIK;1;
A14AB03;oksaboloontsipionaat;oksaboloontsipionaat;oksaboloontsipionaat;;0;08.05.2018;;;TEHIK;1;
A14BX80;riboksiin;riboksiin;riboksiin;;0;08.05.2018;;;TEHIK;1;
G03BA01;fluoksümesteroon;fluoksümesteroon;fluoksümesteroon;;0;08.05.2018;;;TEHIK;1;
G03BA02;metüültestosteroon;metüültestosteroon;metüültestosteroon;;0;08.05.2018;;;TEHIK;1;
G03BA03;testosteroon;testosteroon;testosteroon;;0;08.05.2018;;;TEHIK;1;
G03BB01;mesteroloon;mesteroloon;mesteroloon;;0;08.05.2018;;;TEHIK;1;
G03BB02;androstanoloon;androstanoloon;androstanoloon;;0;08.05.2018;;;TEHIK;1;
G03CX01;tiboloon;tiboloon;tiboloon;;0;08.05.2018;;;TEHIK;1;
G03XA02;gestrinoon;gestrinoon;gestrinoon;;0;08.05.2018;;;TEHIK;1;
