Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus
A15;bakterioloogiliselt või histoloogiliselt kinnitatud hingamiselundite tuberkuloos;bakterioloogiliselt või histoloogiliselt kinnitatud hingamiselundite tuberkuloos;bakterioloogiliselt või histoloogiliselt kinnitatud hingamiselundite tuberkuloos;;;1.01.2008;;;E-tervise SA;1;
A16;bakterioloogiliselt või histoloogiliselt kinnitamata hingamiselundite tuberkuloos;bakterioloogiliselt või histoloogiliselt kinnitamata hingamiselundite tuberkuloos;bakterioloogiliselt või histoloogiliselt kinnitamata hingamiselundite tuberkuloos;;;1.01.2008;;;E-tervise SA;1;
A17;närvisüsteemi tuberkuloos;närvisüsteemi tuberkuloos;närvisüsteemi tuberkuloos;;;1.01.2008;;;E-tervise SA;1;
A18;muude elundite tuberkuloos;muude elundite tuberkuloos;muude elundite tuberkuloos;;;1.01.2008;;;E-tervise SA;1;
A19;miliaartuberkuloos;miliaartuberkuloos;miliaartuberkuloos;;;1.01.2008;;;E-tervise SA;1;
B15;äge A-viirushepatiit;äge A-viirushepatiit;äge A-viirushepatiit;;;1.01.2008;;;E-tervise SA;1;
B16;äge B-viirushepatiit;äge B-viirushepatiit;äge B-viirushepatiit;;;1.01.2008;;;E-tervise SA;1;
B17;muud ägedad viirushepatiidid;muud ägedad viirushepatiidid;muud ägedad viirushepatiidid;;;1.01.2008;;;E-tervise SA;1;
B18;krooniline viirushepatiit;krooniline viirushepatiit;krooniline viirushepatiit;;;1.01.2008;;;E-tervise SA;1;
B19;täpsustamata viirushepatiit;täpsustamata viirushepatiit;täpsustamata viirushepatiit;;;1.01.2008;;;E-tervise SA;1;
B20;nakkus- või parasiithaigusena avalduv HIV-tõbi;nakkus- või parasiithaigusena avalduv HIV-tõbi;nakkus- või parasiithaigusena avalduv HIV-tõbi;;;1.01.2008;;;E-tervise SA;1;
B21;pahaloomuliste kasvajatena avalduv HIV-tõbi;pahaloomuliste kasvajatena avalduv HIV-tõbi;pahaloomuliste kasvajatena avalduv HIV-tõbi;;;1.01.2008;;;E-tervise SA;1;
B22;muude täpsustatud haigustena avalduv HIV-tõbi;muude täpsustatud haigustena avalduv HIV-tõbi;muude täpsustatud haigustena avalduv HIV-tõbi;;;1.01.2008;;;E-tervise SA;1;
B23;muude haigusseisunditena avalduv HIV-tõbi;muude haigusseisunditena avalduv HIV-tõbi;muude haigusseisunditena avalduv HIV-tõbi;;;1.01.2008;;;E-tervise SA;1;
B24;täpsustamata HIV-tõbi;täpsustamata HIV-tõbi;täpsustamata HIV-tõbi;;;1.01.2008;;;E-tervise SA;1;
C34;bronhi ja kopsu pahaloomuline kasvaja;bronhi ja kopsu pahaloomuline kasvaja;bronhi ja kopsu pahaloomuline kasvaja;;;1.01.2008;;;E-tervise SA;1;
E10;insuliinisõltuv suhkrutõbi;insuliinisõltuv suhkrutõbi;insuliinisõltuv suhkrutõbi;;;1.01.2008;;;E-tervise SA;1;
E11;insuliinisõltumatu suhkrutõbi;insuliinisõltumatu suhkrutõbi;insuliinisõltumatu suhkrutõbi;;;1.01.2008;;;E-tervise SA;1;
E12;väärtoitumussuhkrutõbi;väärtoitumussuhkrutõbi;väärtoitumussuhkrutõbi;;;1.01.2008;;;E-tervise SA;1;
E13;muu täpsustatud suhkrutõbi;muu täpsustatud suhkrutõbi;muu täpsustatud suhkrutõbi;;;1.01.2008;;;E-tervise SA;1;
E14;täpsustamata suhkrutõbi;täpsustamata suhkrutõbi;täpsustamata suhkrutõbi;;;1.01.2008;;;E-tervise SA;1;
F10;alkohooli tarvitamisest tingitud psüühika- ja käitumishäired;alkohooli tarvitamisest tingitud psüühika- ja käitumishäired;alkohooli tarvitamisest tingitud psüühika- ja käitumishäired;;;1.01.2008;;;E-tervise SA;1;
F11;opioidide tarvitamisest tingitud psüühika- ja käitumishäired;opioidide tarvitamisest tingitud psüühika- ja käitumishäired;opioidide tarvitamisest tingitud psüühika- ja käitumishäired;;;1.01.2008;;;E-tervise SA;1;
F12;kannabinoidide tarvitamisest tingitud psüühika- ja käitumishäired;kannabinoidide tarvitamisest tingitud psüühika- ja käitumishäired;kannabinoidide tarvitamisest tingitud psüühika- ja käitumishäired;;;1.01.2008;;;E-tervise SA;1;
F13;rahustite tarvitamisest tingitud psüühika- ja käitumishäired;rahustite tarvitamisest tingitud psüühika- ja käitumishäired;rahustite tarvitamisest tingitud psüühika- ja käitumishäired;;;1.01.2008;;;E-tervise SA;1;
F14;kokaiini tarvitamisest tingitud psüühika- ja käitumishäired;kokaiini tarvitamisest tingitud psüühika- ja käitumishäired;kokaiini tarvitamisest tingitud psüühika- ja käitumishäired;;;1.01.2008;;;E-tervise SA;1;
F15;muude stimulaatorite (k.a. Kofeiin) tarvitamisest tingitud psüühika- ja käitumishäired;muude stimulaatorite (k.a. Kofeiin) tarvitamisest tingitud psüühika- ja käitumishäired;muude stimulaatorite (k.a. Kofeiin) tarvitamisest tingitud psüühika- ja käitumishäired;;;1.01.2008;;;E-tervise SA;1;
F16;hallutsinogeenide tarvitamisest tingitud psüühika- ja käitumishäired;hallutsinogeenide tarvitamisest tingitud psüühika- ja käitumishäired;hallutsinogeenide tarvitamisest tingitud psüühika- ja käitumishäired;;;1.01.2008;;;E-tervise SA;1;
F17;tubaka tarvitamisest tingitud psüühika- ja käitumishäired;tubaka tarvitamisest tingitud psüühika- ja käitumishäired;tubaka tarvitamisest tingitud psüühika- ja käitumishäired;;;1.01.2008;;;E-tervise SA;1;
F18;lenduvate lahustite tarvitamisest tingitud psüühika- ja käitumishäired;lenduvate lahustite tarvitamisest tingitud psüühika- ja käitumishäired;lenduvate lahustite tarvitamisest tingitud psüühika- ja käitumishäired;;;1.01.2008;;;E-tervise SA;1;
F19;mitmete või muude psühhoaktiivsete ainete tarvitamisest tingitud psüühika- ja käitumishäired;mitmete või muude psühhoaktiivsete ainete tarvitamisest tingitud psüühika- ja käitumishäired;mitmete või muude psühhoaktiivsete ainete tarvitamisest tingitud psüühika- ja käitumishäired;;;1.01.2008;;;E-tervise SA;1;
F20;skisofreenia;skisofreenia;skisofreenia;;;1.01.2008;;;E-tervise SA;1;
G40;epilepsia e langetõbi ;epilepsia e langetõbi ;epilepsia e langetõbi ;;;1.01.2008;;;E-tervise SA;1;
I21;äge müakardiinfarkt;äge müakardiinfarkt;äge müakardiinfarkt;;;1.01.2008;;;E-tervise SA;1;
I22;korduv müakardiinfarkt;korduv müakardiinfarkt;korduv müakardiinfarkt;;;1.01.2008;;;E-tervise SA;1;
I25.2;varasem müokardiinfarkt;varasem müokardiinfarkt;varasem müokardiinfarkt;;;1.01.2008;;;E-tervise SA;1;
K72.1;krooniline maksapuudulikkus;krooniline maksapuudulikkus;krooniline maksapuudulikkus;;;1.01.2008;;;E-tervise SA;1;
N18;krooniline neerupuudulikkus;krooniline neerupuudulikkus;krooniline neerupuudulikkus;;;1.01.2008;;;E-tervise SA;1;
