Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus
12.14;defibrilleerimine          ;defibrilleerimine          ;defibrilleerimine          ;;;;1.01.2012;;ETSA;1;
12.16;elektrokardiostimulatsioon          ;elektrokardiostimulatsioon          ;elektrokardiostimulatsioon          ;;;;1.01.2012;;ETSA;1;
12.20;hüpotermia rakendamine         ;hüpotermia rakendamine         ;hüpotermia rakendamine         ;;;;1.01.2012;;ETSA;1;
16.1;veeni kanüleerimine         ;veeni kanüleerimine         ;veeni kanüleerimine         ;;;;1.01.2012;;ETSA;1;
16.10;pulssoksümeetria          ;pulssoksümeetria          ;pulssoksümeetria          ;;;;1.01.2012;;ETSA;1;
16.11;kapnograafia          ;kapnograafia          ;kapnograafia          ;;;;1.01.2012;;ETSA;1;
16.12;kardiogramm          ;kardiogramm          ;kardiogramm          ;;;;1.01.2012;;ETSA;1;
16.13;invasiivse arteriaalse rõhu monitooring       ;invasiivse arteriaalse rõhu monitooring       ;invasiivse arteriaalse rõhu monitooring       ;;;;1.01.2012;;ETSA;1;
16.14;muu tsentraalse hemodünaamika monitoorimise meetod;muu tsentraalse hemodünaamika monitoorimise meetod;muu tsentraalse hemodünaamika monitoorimise meetod;;;;1.01.2012;;ETSA;1;
16.15;veresuhkru määramine         ;veresuhkru määramine         ;veresuhkru määramine         ;;;;1.01.2012;;ETSA;1;
16.16;temperatuuri mõõtmine         ;temperatuuri mõõtmine         ;temperatuuri mõõtmine         ;;;;1.01.2012;;ETSA;1;
16.17;hapnikravi          ;hapnikravi          ;hapnikravi          ;;;;1.01.2012;;ETSA;1;
16.18;endotrahheaalne intubatsioon         ;endotrahheaalne intubatsioon         ;endotrahheaalne intubatsioon         ;;;;1.01.2012;;ETSA;1;
16.19;kõritoru paigaldamine         ;kõritoru paigaldamine         ;kõritoru paigaldamine         ;;;;1.01.2012;;ETSA;1;
16.2;intraossaalse nõela paigaldamine        ;intraossaalse nõela paigaldamine        ;intraossaalse nõela paigaldamine        ;;;;1.01.2012;;ETSA;1;
16.20;S-toru paigaldamine     ;S-toru paigaldamine     ;S-toru paigaldamine     ;;;;1.01.2012;;ETSA;1;
16.21;kõrimaski paigaldamine         ;kõrimaski paigaldamine         ;kõrimaski paigaldamine         ;;;;1.01.2012;;ETSA;1;
16.22;combitube paigaldamine         ;combitube paigaldamine         ;combitube paigaldamine         ;;;;1.01.2012;;ETSA;1;
16.23;muu vabade hingamisteede tagamise protseduur;muu vabade hingamisteede tagamise protseduur;muu vabade hingamisteede tagamise protseduur;;;;1.01.2012;;ETSA;1;
16.24;krikotüreotoomia          ;krikotüreotoomia          ;krikotüreotoomia          ;;;;1.01.2012;;ETSA;1;
