Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus
001;T;T kategooria;;;0;01.07.2016;;;Eesti E-tervise Sihtasutus;1;pahaloomulise kasvaja lokaalne levik
002;TX;TX kategooria;;001;1;01.07.2016;;;Eesti E-tervise Sihtasutus;1;
003;T0;T0 kategooria;;001;1;01.07.2016;;;Eesti E-tervise Sihtasutus;1;
004;Ta;Ta kategooria;;001;1;01.07.2016;;;Eesti E-tervise Sihtasutus;1;
005;Tis;Tis kategooria;;001;1;01.07.2016;;;Eesti E-tervise Sihtasutus;1;
006;Tis (DCIS);Tis (DCIS) kategooria;;005;2;01.07.2016;;;Eesti E-tervise Sihtasutus;1;
007;Tis (LCIS);Tis (LCIS) kategooria;;005;2;01.07.2016;;;Eesti E-tervise Sihtasutus;1;
008;Tis (Paget);Tis (Paget) kategooria;;005;2;01.07.2016;;;Eesti E-tervise Sihtasutus;1;
009;Tis pu;Tis pu kategooria;;005;2;01.07.2016;;;Eesti E-tervise Sihtasutus;1;
010;Tis pd;Tis pd kategooria;;005;2;01.07.2016;;;Eesti E-tervise Sihtasutus;1;
011;T1;T1 kategooria;;001;1;01.07.2016;;;Eesti E-tervise Sihtasutus;1;
012;T1mi;T1mi kategooria;;011;2;01.07.2016;;;Eesti E-tervise Sihtasutus;1;
013;T1a;T1a kategooria;;011;2;01.07.2016;;;Eesti E-tervise Sihtasutus;1;
014;T1a1;T1a1 kategooria;;013;3;01.07.2016;;;Eesti E-tervise Sihtasutus;1;
015;T1a2;T1a2 kategooria;;013;3;01.07.2016;;;Eesti E-tervise Sihtasutus;1;
016;T1b;T1b kategooria;;011;2;01.07.2016;;;Eesti E-tervise Sihtasutus;1;
017;T1b1;T1b1 kategooria;;016;3;01.07.2016;;;Eesti E-tervise Sihtasutus;1;
018;T1b2;T1b2 kategooria;;016;3;01.07.2016;;;Eesti E-tervise Sihtasutus;1;
019;T1c;T1c kategooria;;011;2;01.07.2016;;;Eesti E-tervise Sihtasutus;1;
020;T1c1;T1c1 kategooria;;019;3;01.07.2016;;;Eesti E-tervise Sihtasutus;1;
021;T1c2;T1c2 kategooria;;019;3;01.07.2016;;;Eesti E-tervise Sihtasutus;1;
022;T1c3;T1c3 kategooria;;019;3;01.07.2016;;;Eesti E-tervise Sihtasutus;1;
023;T1d;T1d kategooria;;011;2;01.07.2016;;;Eesti E-tervise Sihtasutus;1;
024;T2;T2 kategooria;;001;1;01.07.2016;;;Eesti E-tervise Sihtasutus;1;
025;T2a;T2a kategooria;;024;2;01.07.2016;;;Eesti E-tervise Sihtasutus;1;
026;T2a1;T2a1 kategooria;;025;3;01.07.2016;;;Eesti E-tervise Sihtasutus;1;
027;T2a2;T2a2 kategooria;;025;3;01.07.2016;;;Eesti E-tervise Sihtasutus;1;
028;T2b;T2b kategooria;;024;2;01.07.2016;;;Eesti E-tervise Sihtasutus;1;
029;T2c;T2c kategooria;;024;2;01.07.2016;;;Eesti E-tervise Sihtasutus;1;
030;T2d;T2d kategooria;;024;2;01.07.2016;;;Eesti E-tervise Sihtasutus;1;
031;T3;T3 kategooria;;001;1;01.07.2016;;;Eesti E-tervise Sihtasutus;1;
032;T3a;T3a kategooria;;031;2;01.07.2016;;;Eesti E-tervise Sihtasutus;1;
033;T3b;T3b kategooria;;031;2;01.07.2016;;;Eesti E-tervise Sihtasutus;1;
034;T3c;T3c kategooria;;031;2;01.07.2016;;;Eesti E-tervise Sihtasutus;1;
035;T3d;T3d kategooria;;031;2;01.07.2016;;;Eesti E-tervise Sihtasutus;1;
