Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus
A;amputatsioon;amputatsioon;amputatsioon;;0;1.01.2012;;;EKL,TA;1;
B;diastaalse vereavarustuse häire;diastaalse vereavarustuse häire;diastaalse vereavarustuse häire;;0;1.01.2012;;;EKL,TA;1;
C;deformatsioon;deformatsioon;deformatsioon;;0;1.01.2012;;;EKL,TA;1;
D;haav;haav;haav;;0;1.01.2012;;;EKL,TA;1;
E;krepitatsioon;krepitatsioon;krepitatsioon;;0;1.01.2012;;;EKL,TA;1;
F;liikuvuse piiratus;liikuvuse piiratus;liikuvuse piiratus;;0;1.01.2012;;;EKL,TA;1;
G;lömastus;lömastus;lömastus;;0;1.01.2012;;;EKL,TA;1;
H;marrastus / kriimustus;marrastus / kriimustus;marrastus / kriimustus;;0;1.01.2012;;;EKL,TA;1;
I;murd;murd;murd;;0;1.01.2012;;;EKL,TA;1;
J;nahaalune õhkemfüseem;nahaalune õhkemfüseem;nahaalune õhkemfüseem;;0;1.01.2012;;;EKL,TA;1;
K;patoloogiline liikuvus;patoloogiline liikuvus;patoloogiline liikuvus;;0;1.01.2012;;;EKL,TA;1;
L;punetus;punetus;punetus;;0;1.01.2012;;;EKL,TA;1;
M;turse;turse;turse;;0;1.01.2012;;;EKL,TA;1;
N;verejooks;verejooks;verejooks;;0;1.01.2012;;;EKL,TA;1;
O;verevalum;verevalum;verevalum;;0;1.01.2012;;;EKL,TA;1;
P;villid;villid;villid;;0;1.01.2012;;;EKL,TA;1;
R;muu (täpsustus);muu (täpsustus);muu (täpsustus);;0;1.01.2012;;;EKL,TA;1;
S;põrutus;põrutus;põrutus;;0;1.01.2015;;;EKL,TA;1;
