Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus
001;;1+;üksikud pesad esmaskülvitassil;;0;01.09.2019;;;Eesti Laborimeditsiini Ühing;1;poolkvantitatiivse külvi hindamise kriteerium 
002;;2+;vähene kasv esmaskülvitassil;;0;01.09.2019;;;Eesti Laborimeditsiini Ühing;1;poolkvantitatiivse külvi hindamise kriteerium 
003;;3+;mõõdukas kasv esmaskülvitassil;;0;01.09.2019;;;Eesti Laborimeditsiini Ühing;1;poolkvantitatiivse külvi hindamise kriteerium 
004;;4+;rohke kasv esmaskülvitassil;;0;01.09.2019;;;Eesti Laborimeditsiini Ühing;1;poolkvantitatiivse külvi hindamise kriteerium 
005;;< 10^3 PMÜ/mL;< 10^3 pesa moodustavat ühikut milliliitris;;0;01.09.2019;;;Eesti Laborimeditsiini Ühing;1;Keskjoauriin: < 10^3 PMÜ/mL
006;;10^3 PMÜ/mL;10^3 pesa moodustavat ühikut milliliitris;;0;01.09.2019;22.12.2020;;Eesti Laborimeditsiini Ühing;0;"Versioonis 3 tunnistatud kehtetuks; uriin aeroobsele mikrofloorale, hingamisteede natiivmaterjalid seentele"
007;;10^3–10^4 PMÜ/mL;10^3–10^4 pesa moodustavat ühikut milliliitris;;0;01.09.2019;;;Eesti Laborimeditsiini Ühing;1;Keskjoauriin: 10^3–10^4 PMÜ/mL
008;;< 10^4 PMÜ/mL;< 10^4 pesa moodustavat ühikut milliliitris;;0;01.09.2019;22.12.2020;;Eesti Laborimeditsiini Ühing;0;"Versioonis 3 tunnistatud kehtetuks; uriin aeroobsele mikrofloorale, hingamisteede natiivmaterjalid seentele"
009;;10^4 PMÜ/mL;10^4 pesa moodustavat ühikut milliliitris;;0;01.09.2019;22.12.2020;;Eesti Laborimeditsiini Ühing;0;"Versioonis 3 tunnistatud kehtetuks; uriin aeroobsele mikrofloorale, hingamisteede natiivmaterjalid seentele"
010;;10^4–10^5 PMÜ/mL;10^4–10^5 pesa moodustavat ühikut milliliitris;;0;01.09.2019;;;Eesti Laborimeditsiini Ühing;1;Keskjoauriin: 10^4–10^5 PMÜ/mL
011;;> 10^4 PMÜ/mL;> 10^4 pesa moodustavat ühikut milliliitris;;0;01.09.2019;22.12.2020;;Eesti Laborimeditsiini Ühing;0;"Versioonis 3 tunnistatud kehtetuks; uriin aeroobsele mikrofloorale, hingamisteede natiivmaterjalid seentele"
012;;< 10^5 PMÜ/mL;< 10^5 pesa moodustavat ühikut milliliitris;;0;01.09.2019;22.12.2020;;Eesti Laborimeditsiini Ühing;0;"Versioonis 3 tunnistatud kehtetuks; uriin aeroobsele mikrofloorale"
013;;10^5 PMÜ/mL;10^5 pesa moodustavat ühikut milliliitris;;0;01.09.2019;22.12.2020;;Eesti Laborimeditsiini Ühing;0;"Versioonis 3 tunnistatud kehtetuks; uriin aeroobsele mikrofloorale"
014;;> 10^5 PMÜ/mL;> 10^5 pesa moodustavat ühikut milliliitris;;0;01.09.2019;;;Eesti Laborimeditsiini Ühing;1;Keskjoauriin: > 10^5 PMÜ/mL
015;;10^6 PMÜ/mL;10^6 pesa moodustavat ühikut milliliitris;;0;01.09.2019;22.12.2020;;Eesti Laborimeditsiini Ühing;0;"Versioonis 3 tunnistatud kehtetuks; URICULT, uriin"
016;;10^7 PMÜ/mL;10^7 pesa moodustavat ühikut milliliitris;;0;01.09.2019;22.12.2020;;Eesti Laborimeditsiini Ühing;0;"Versioonis 3 tunnistatud kehtetuks; URICULT, uriin"
017;;10^6 PMÜ/L;10^6 pesa moodustavat ühikut liitris;;0;01.09.2019;22.12.2020;;Eesti Laborimeditsiini Ühing;0;"Versioonis 3 tunnistatud kehtetuks; rinnapiim"
018;;10^7 PMÜ/L;10^7 pesa moodustavat ühikut liitris;;0;01.09.2019;22.12.2020;;Eesti Laborimeditsiini Ühing;0;"Versioonis 3 tunnistatud kehtetuks; rinnapiim"
019;;? 10^8 PMÜ/L;? 10^8 pesa moodustavat ühikut liitris;;0;01.09.2019;22.12.2020;;Eesti Laborimeditsiini Ühing;0;"Versioonis 3 tunnistatud kehtetuks; rinnapiim"
020;;10^4 PMÜ/g;10^4 pesa moodustavat ühikut grammis;;0;01.09.2019;22.12.2020;;Eesti Laborimeditsiini Ühing;0;"Versioonis 3 tunnistatud kehtetuks; roe (seente, tinglikult patogeense floora, S. aureuse kvantitatiivse uuringu hindamiseks)"
021;;> 10^4 PMÜ/g;> 10^4 pesa moodustavat ühikut grammis;;0;01.09.2019;22.12.2020;;Eesti Laborimeditsiini Ühing;0;"Versioonis 3 tunnistatud kehtetuks; roe"
022;;10^5 PMÜ/g;10^5 pesa moodustavat ühikut grammis;;0;01.09.2019;22.12.2020;;Eesti Laborimeditsiini Ühing;0;"Versioonis 3 tunnistatud kehtetuks; roe"
023;;> 10^5 PMÜ/g;> 10^5 pesa moodustavat ühikut grammis;;0;01.09.2019;22.12.2020;;Eesti Laborimeditsiini Ühing;0;"Versioonis 3 tunnistatud kehtetuks; roe"
