Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus
F20;Skisofreenia;Skisofreenia;Skisofreenia;;;1.01.2014;;;EPS;1;
F20.0;Paranoidne skisofreenia;Paranoidne skisofreenia;Paranoidne skisofreenia;;;1.01.2014;;;EPS;1;
F20.1;Hebefreenne skisofreenia;Hebefreenne skisofreenia;Hebefreenne skisofreenia;;;1.01.2014;;;EPS;1;
F20.2;Katatoonne skisofreenia;Katatoonne skisofreenia;Katatoonne skisofreenia;;;1.01.2014;;;EPS;1;
F20.3;Diferentseerimata skisofreenia;Diferentseerimata skisofreenia;Diferentseerimata skisofreenia;;;1.01.2014;;;EPS;1;
F20.4;Skisofreenia järeldepressioon;Skisofreenia järeldepressioon;Skisofreenia järeldepressioon;;;1.01.2014;;;EPS;1;
F20.5;Residuaalne skisofreenia;Residuaalne skisofreenia;Residuaalne skisofreenia;;;1.01.2014;;;EPS;1;
F20.6;Lihtne skisofreenia;Lihtne skisofreenia;Lihtne skisofreenia;;;1.01.2014;;;EPS;1;
F20.8;Muu skisofreenia;Muu skisofreenia;Muu skisofreenia;;;1.01.2014;;;EPS;1;
F20.9;Täpsustamata skisofreenia;Täpsustamata skisofreenia;Täpsustamata skisofreenia;;;1.01.2014;;;EPS;1;
F60;Spetsiifilised isiksushäired;Spetsiifilised isiksushäired;Spetsiifilised isiksushäired;;;1.01.2014;;;EPS;1;
F60.0;Paranoiline isiksus;Paranoiline isiksus;Paranoiline isiksus;;;1.01.2014;;;EPS;1;
F60.1;Skisoidne isiksus;Skisoidne isiksus;Skisoidne isiksus;;;1.01.2014;;;EPS;1;
F60.2;Düssotsiaalne isiksus;Düssotsiaalne isiksus;Düssotsiaalne isiksus;;;1.01.2014;;;EPS;1;
F60.3;Ebastabiilne isiksus;Ebastabiilne isiksus;Ebastabiilne isiksus;;;1.01.2014;;;EPS;1;
F60.4;Histriooniline isiksus;Histriooniline isiksus;Histriooniline isiksus;;;1.01.2014;;;EPS;1;
F60.5;Anankastne isiksus;Anankastne isiksus;Anankastne isiksus;;;1.01.2014;;;EPS;1;
F60.6;Vältivisiksus;Vältivisiksus;Vältivisiksus;;;1.01.2014;;;EPS;1;
F60.7;Sõltuvisiksus;Sõltuvisiksus;Sõltuvisiksus;;;1.01.2014;;;EPS;1;
F60.8;Muud spetsiifilised isiksushäired;Muud spetsiifilised isiksushäired;Muud spetsiifilised isiksushäired;;;1.01.2014;;;EPS;1;
F60.9;Täpsustamata isiksushäire;Täpsustamata isiksushäire;Täpsustamata isiksushäire;;;1.01.2014;;;EPS;1;
F70;Kerge vaimne alaareng;Kerge vaimne alaareng;Kerge vaimne alaareng;;;1.01.2014;;;EPS;1;
F70.0;ilma olulise käitumishäireta;ilma olulise käitumishäireta;ilma olulise käitumishäireta;;;1.01.2014;;;EPS;1;
F70.1;Oluline käitumishäire;Oluline käitumishäire;Oluline käitumishäire;;;1.01.2014;;;EPS;1;
F70.8;Muu käitumishäire;Muu käitumishäire;Muu käitumishäire;;;1.01.2014;;;EPS;1;
F70.9;Käitumishäire märkimata;Käitumishäire märkimata;Käitumishäire märkimata;;;1.01.2014;;;EPS;1;
F72;Raske vaimne alaareng;Raske vaimne alaareng;Raske vaimne alaareng;;;1.01.2014;;;EPS;1;
F72.0;Ei esine või esineb kerge käitumishäire;Ei esine või esineb kerge käitumishäire;Ei esine või esineb kerge käitumishäire;;;1.01.2014;;;EPS;1;
F72.1;Oluline käitumishäire;Oluline käitumishäire;Oluline käitumishäire;;;1.01.2014;;;EPS;1;
F72.8;Muu käitumishäire;Muu käitumishäire;Muu käitumishäire;;;1.01.2014;;;EPS;1;
F72.9;Käitumishäire märkimata;Käitumishäire märkimata;Käitumishäire märkimata;;;1.01.2014;;;EPS;1;
F73;Sügav vaimne alaareng;Sügav vaimne alaareng;Sügav vaimne alaareng;;;1.01.2014;;;EPS;1;
F73.0;Ei esine või esineb kerge käitumishäire;Ei esine või esineb kerge käitumishäire;Ei esine või esineb kerge käitumishäire;;;1.01.2014;;;EPS;1;
F73.1;Oluline käitumishäire;Oluline käitumishäire;Oluline käitumishäire;;;1.01.2014;;;EPS;1;
F73.8;Muu käitumishäire;Muu käitumishäire;Muu käitumishäire;;;1.01.2014;;;EPS;1;
F73.9;Käitumishäire märkimata;Käitumishäire märkimata;Käitumishäire märkimata;;;1.01.2014;;;EPS;1;
F78;Muu täpsustatud vaimne alaareng;Muu täpsustatud vaimne alaareng;Muu täpsustatud vaimne alaareng;;;1.01.2014;;;EPS;1;
F78.0;Ei esine või esineb kerge käitumishäire;Ei esine või esineb kerge käitumishäire;Ei esine või esineb kerge käitumishäire;;;1.01.2014;;;EPS;1;
F78.1;Oluline käitumishäire;Oluline käitumishäire;Oluline käitumishäire;;;1.01.2014;;;EPS;1;
F78.8;Muu käitumishäire;Muu käitumishäire;Muu käitumishäire;;;1.01.2014;;;EPS;1;
F78.9;Käitumishäire märkimata;Käitumishäire märkimata;Käitumishäire märkimata;;;1.01.2014;;;EPS;1;
F79;Täpsustamata vaimne alaareng;Täpsustamata vaimne alaareng;Täpsustamata vaimne alaareng;;;1.01.2014;;;EPS;1;
F79.0;Ei esine või esineb kerge käitumishäire;Ei esine või esineb kerge käitumishäire;Ei esine või esineb kerge käitumishäire;;;1.01.2014;;;EPS;1;
F79.1;Oluline käitumishäire;Oluline käitumishäire;Oluline käitumishäire;;;1.01.2014;;;EPS;1;
F79.8;Muu käitumishäire;Muu käitumishäire;Muu käitumishäire;;;1.01.2014;;;EPS;1;
F79.9;Käitumishäire märkimata;Käitumishäire märkimata;Käitumishäire märkimata;;;1.01.2014;;;EPS;1;
G40;Epilepsia e langetõbi;Epilepsia e langetõbi;Epilepsia e langetõbi;;;1.01.2014;;;EPS;1;
G40.0;"Paikmega seotud (fokaalne; partsiaalne) idiopaatiline epilepsia ja lokaliseerunult algavate hoogudega epileptilised sündroomid";"Paikmega seotud (fokaalne; partsiaalne) idiopaatiline epilepsia ja lokaliseerunult algavate hoogudega epileptilised sündroomid";"Paikmega seotud (fokaalne; partsiaalne) idiopaatiline epilepsia ja lokaliseerunult algavate hoogudega epileptilised sündroomid";;;1.01.2014;;;EPS;1;
G40.1;"Paikmega seotud (fokaalne; partsiaalne) sümptomaatiline epilepsia ja lihtsate osaliste hoogudega epileptilised sündroomid";"Paikmega seotud (fokaalne; partsiaalne) sümptomaatiline epilepsia ja lihtsate osaliste hoogudega epileptilised sündroomid";"Paikmega seotud (fokaalne; partsiaalne) sümptomaatiline epilepsia ja lihtsate osaliste hoogudega epileptilised sündroomid";;;1.01.2014;;;EPS;1;
G40.2;"Paikmega seotud (fokaalne; partsiaalne) sümptomaatiline epilepsia ja komplekssete osaliste hoogudega epileptilised sündroomid";"Paikmega seotud (fokaalne; partsiaalne) sümptomaatiline epilepsia ja komplekssete osaliste hoogudega epileptilised sündroomid";"Paikmega seotud (fokaalne; partsiaalne) sümptomaatiline epilepsia ja komplekssete osaliste hoogudega epileptilised sündroomid";;;1.01.2014;;;EPS;1;
G40.3;Generaliseerunud idiopaatiline epilepsia ja epileptilised sündroomid;Generaliseerunud idiopaatiline epilepsia ja epileptilised sündroomid;Generaliseerunud idiopaatiline epilepsia ja epileptilised sündroomid;;;1.01.2014;;;EPS;1;
G40.4;Muu generaliseerunud epilepsia ja epileptilised sündroomid;Muu generaliseerunud epilepsia ja epileptilised sündroomid;Muu generaliseerunud epilepsia ja epileptilised sündroomid;;;1.01.2014;;;EPS;1;
G40.5;Erilised e spetsiaalsed epileptilised sündroomid;Erilised e spetsiaalsed epileptilised sündroomid;Erilised e spetsiaalsed epileptilised sündroomid;;;1.01.2014;;;EPS;1;
G40.6;Täpsustamata grand mal hood (koos või ilma petit mal'ita);Täpsustamata grand mal hood (koos või ilma petit mal'ita);Täpsustamata grand mal hood (koos või ilma petit mal'ita);;;1.01.2014;;;EPS;1;
G40.7;Täpsustamata petit mal ilma grand mal hoogudeta;Täpsustamata petit mal ilma grand mal hoogudeta;Täpsustamata petit mal ilma grand mal hoogudeta;;;1.01.2014;;;EPS;1;
G40.8;Muu epilepsia;Muu epilepsia;Muu epilepsia;;;1.01.2014;;;EPS;1;
G40.9;Täpsustamata epilepsia;Täpsustamata epilepsia;Täpsustamata epilepsia;;;1.01.2014;;;EPS;1;
G90.0;Idiopaatiline perifeerne autonoomne neuropaatia;Idiopaatiline perifeerne autonoomne neuropaatia;Idiopaatiline perifeerne autonoomne neuropaatia;;;1.01.2014;;;EPS;1;
G95.1;Vaskulaarsed müelopaatiad;Vaskulaarsed müelopaatiad;Vaskulaarsed müelopaatiad;;;1.01.2014;;;EPS;1;
H54.0;Mõlema silma pimedus;Mõlema silma pimedus;Mõlema silma pimedus;;;1.01.2014;;;EPS;1;
