Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus
KK_RED;kiirabikaardi täitmine/edastamine/printimine;kiirabikaardi täitmine/edastamine/printimine;kiirabikaardi täitmine/edastamine/printimine;0;0;1.01.2012;;;ETSA;1;KA
KK_VT;kiirabikaardi vaatamine/printimine;kiirabikaardi vaatamine/printimine;kiirabikaardi vaatamine/printimine;0;0;1.01.2012;;;ETSA;1;KA
BR_ADM;kiirabibrigaadi andmete seadistamine (brigaadide koosseisud);kiirabibrigaadi andmete seadistamine (brigaadide koosseisud);kiirabibrigaadi andmete seadistamine (brigaadide koosseisud);0;0;1.01.2012;;;ETSA;1;KA
ST_TA;statistika ja aruandlus (Terviseamet);statistika ja aruandlus (Terviseamet);statistika ja aruandlus (Terviseamet);0;0;1.01.2012;;;ETSA;1;KA
ST_KA;aruandlus (kiirabiasutuse volitatud töötajad);aruandlus (kiirabiasutuse volitatud töötajad);aruandlus (kiirabiasutuse volitatud töötajad);0;0;1.01.2012;;;ETSA;1;KA
APG_RED;õigus muuta jooksva päeva arsti graafikut;õigus muuta jooksva päeva arsti graafikut;õigus muuta jooksva päeva arsti graafikut;0;0;1.01.2012;;;ETSA;1;KA
OPG_RED;õigus muuta jooksva päeva õe graafikut;õigus muuta jooksva päeva õe graafikut;õigus muuta jooksva päeva õe graafikut;0;0;1.01.2012;;;ETSA;1;KA
JPG_RED;õigus muuta jooksva päeva kiirabitehniku (autojuhi) graafikut;õigus muuta jooksva päeva kiirabitehniku (autojuhi) graafikut;õigus muuta jooksva päeva kiirabitehniku (autojuhi) graafikut;0;0;1.01.2012;;;ETSA;1;KA
AG_RED;arstide töögraafikute koostamine;arstide töögraafikute koostamine;arstide töögraafikute koostamine;0;0;1.01.2012;;;ETSA;1;KA
OG_RED;õdede töögraafikute koostamine;õdede töögraafikute koostamine;õdede töögraafikute koostamine;0;0;1.01.2012;;;ETSA;1;KA
PG_RED;kiirabitehnikute töögraafikute koostamine;kiirabitehnikute töögraafikute koostamine;kiirabitehnikute töögraafikute koostamine;0;0;1.01.2012;;;ETSA;1;KA
G_V;töögraafikute vaatamine ja printimine;töögraafikute vaatamine ja printimine;töögraafikute vaatamine ja printimine;0;0;1.01.2012;;;ETSA;1;KA
TT_RED;transporditellimuste esitamine;transporditellimuste esitamine;transporditellimuste esitamine;0;0;1.01.2012;;;ETSA;1;KA
TT_V;transpordi tellimuste vaatamine;transpordi tellimuste vaatamine;transporditellimuste vaatamine;0;0;1.01.2012;;;ETSA;1;KA
TT_ARVE;transpordi tellimuste arve alusdokumentide koostamine;transpordi tellimuste arve alusdokumentide koostamine;transporditellimuste arve alusdokumentide koostamine;0;0;1.01.2012;;;ETSA;1;KA
REG_RED;registrite administreerimine;registrite administreerimine;registrite administreerimine;0;0;1.01.2012;;;ETSA;1;KA
O_RED;õiguste administreerimine;õiguste administreerimine;õiguste administreerimine;0;0;1.01.2012;;;ETSA;1;KA
RJ_RED;ravijuhiste administreerimine;ravijuhiste administreerimine;ravijuhiste administreerimine;0;0;1.01.2012;;;ETSA;1;KA
KKR_RED;kiirabikaardi täitmise reeglite administreerimine;kiirabikaardi täitmise reeglite administreerimine;kiirabikaardi täitmise reeglite administreerimine;0;0;1.01.2012;;;ETSA;1;KA
AS_RED;hospitaliseerimiskohtade ja maksjate asutuste administreerimine;hospitaliseerimiskohtade ja maksjate asutuste administreerimine;hospitaliseerimiskohtade ja maksjate asutuste administreerimine;0;0;1.01.2012;;;ETSA;1;KA
DRUG_RED;ravimite administraator (kiirabiasutuse volitatud töötajad);ravimite administraator (kiirabiasutuse volitatud töötajad);ravimite administraator (kiirabiasutuse volitatud töötajad);0;0;1.01.2012;;;ETSA;1;KA
