Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus
STAIN001;;A-amy;A-amy (kloon MC1);;0;08.08.2023;;;Eesti Patoloogide Selts;1;Amyloid A (AA) (kloon MC1)
STAIN002;;ACTH;ACTH (kloon 02A3);;0;08.08.2023;;;Eesti Patoloogide Selts;1;Adrenocorticotropin (ACTH) (kloon 02A3)
STAIN003;;a-DG;a-DG (kloon IIH6C4);;0;08.08.2023;;;Eesti Patoloogide Selts;1;α-Dystroglycan (kloon IIH6C4)
STAIN004;;AFP;AFP (kloon poly);;0;08.08.2023;;;Eesti Patoloogide Selts;1;Alpha-1-Fetoprotein (kloon poly)
STAIN005;;ALK (ALK-1);ALK (kloon ALK-1);;0;08.08.2023;;;Eesti Patoloogide Selts;1;CD246,  anaplastic lymphoma kinase (ALK) (kloon ALK-1)
STAIN006;;ALK (D5F3);ALK (kloon D5F3);;0;08.08.2023;;;Eesti Patoloogide Selts;1;Anaplastic Lymphoma Kinase (kloon D5F3)
STAIN007;;AR;AR (kloon BS46);;0;08.08.2023;;;Eesti Patoloogide Selts;1;Androgen receptor (kloon BS46)
STAIN008;;Arginase1;Arginase1 (kloon SP156);;0;08.08.2023;;;Eesti Patoloogide Selts;1;Arginase1 (kloon SP156)
STAIN009;;a-SARC;a-SARC (kloon AD1/20A6);;0;08.08.2023;;;Eesti Patoloogide Selts;1;α-Sarcoglycan (kloon AD1/20A6)
STAIN010;;Aspergillus;Aspergillus (kloon poly);;0;08.08.2023;;;Eesti Patoloogide Selts;1;Anti-Aspergillus (kloon poly)
STAIN011;;ATRX;ATRX (kloon BSB-108);;0;08.08.2023;;;Eesti Patoloogide Selts;1;Alpha thalassemia/mental retardation syndrome X (kloon BSB-108)
STAIN012;;b1-lam;b1-lam (kloon 4E10);;0;08.08.2023;;;Eesti Patoloogide Selts;1;Laminin β1 chain (kloon 4E10)
