Kood;Lühinimetus;Nimetus;Pikk_nimetus;Vanem_kood;Hierarhia_aste;Kehtivuse_alguse_kpv;Kehtivuse_lõpu_kpv;Viimane_muudatus_kpv;Muutja;Staatus;Selgitus
RGU;Röntgenülesvõtted;Röntgenülesvõtted;;;0;12.12.2018;;;Eesti Radioloogia Ühing;1;
RGUPE;Peapiirkonna röntgenülesvõtted;Peapiirkonna röntgenülesvõtted;;RGU;1;12.12.2018;;;Eesti Radioloogia Ühing;1;
RGUPE001;Ninakõrvalkoopad PA;Ninakõrvalkoobaste röntgenülesvõte (avatud suuga, otseülesvõte PA);;RGUPE;2;12.12.2018;;;Eesti Radioloogia Ühing;1;
RGUPE002;Ninaluud LAT;Ninaluude röntgenülesvõte (külgülesvõte);;RGUPE;2;12.12.2018;;;Eesti Radioloogia Ühing;1;
RGUPE003;Kolju PA;Kolju röntgenülesvõte (otseülesvõte PA);;RGUPE;2;12.12.2018;;;Eesti Radioloogia Ühing;1;
RGUPE004;Kolju LAT;Kolju röntgenülesvõte (külgülesvõte);;RGUPE;2;12.12.2018;;;Eesti Radioloogia Ühing;1;
RGUPE005;Kolju aksiaalne;Kolju röntgenülesvõte (aksiaalselt, Towne);;RGUPE;2;12.12.2018;;;Eesti Radioloogia Ühing;1;
RGUPE006;Kolju AP;Kolju röntgenülesvõte (otseülesvõte AP);;RGUPE;2;12.12.2018;;;Eesti Radioloogia Ühing;1;
RGUPE007;Kolju AP LAT;Kolju röntgenülesvõtted (otseülesvõte AP ja külgülesvõte);;RGUPE;2;12.12.2018;;;Eesti Radioloogia Ühing;1;
RGUPE008;Kolju eriprojektsioon;Kolju röntgenülesvõte (eriprojektsioon);;RGUPE;2;12.12.2018;;;Eesti Radioloogia Ühing;1;
RGUPE009;Sarnaluud;Sarnaluude röntgenülesvõte (tangentsiaalselt);;RGUPE;2;12.12.2018;;;Eesti Radioloogia Ühing;1;
RGUPE010;Silmakoopad;Silmakoobaste röntgenülesvõte;;RGUPE;2;12.12.2018;;;Eesti Radioloogia Ühing;1;
RGUPE011;Ninakõrvalkoopad LAT;Ninakõrvalkoobaste röntgenülesvõte (külgülesvõte);;RGUPE;2;12.12.2018;;;Eesti Radioloogia Ühing;1;
RGUPE012;Alalõualuu PA;Alalõualuu röntgenülesvõte (otseülesvõte PA);;RGUPE;2;12.12.2018;;;Eesti Radioloogia Ühing;1;
RGUPE013;Alalõualuu põiki;Alalõualuu röntgenülesvõte (poolpõiki AP);;RGUPE;2;12.12.2018;;;Eesti Radioloogia Ühing;1;
RGUPE014;Alalõualuu aksiaalne;Alalõualuu röntgenülesvõte (aksiaalselt PA);;RGUPE;2;12.12.2018;;;Eesti Radioloogia Ühing;1;
RGUPE015;Ninaneel LAT;Ninaneelu röntgenülesvõte (külgülesvõte);;RGUPE;2;12.12.2018;;;Eesti Radioloogia Ühing;1;
RGULS;Lülisamba piirkonna röntgenülesvõtted;Lülisamba piirkonna röntgenülesvõtted;;RGU;1;12.12.2018;;;Eesti Radioloogia Ühing;1;
RGULS001;Kaelalülid AP seistes;Kaelalülide röntgenülesvõte (seistes, otseülesvõte AP);;RGULS;2;12.12.2018;;;Eesti Radioloogia Ühing;1;
RGULS002;Kaelalülid LAT seistes;Kaelalülide röntgenülesvõte (seistes, külgülesvõte LAT);;RGULS;2;12.12.2018;;;Eesti Radioloogia Ühing;1;
RGULS003;Kaelalülid AP;Kaelalülide röntgenülesvõte (lamades, otseülesvõte AP);;RGULS;2;12.12.2018;;;Eesti Radioloogia Ühing;1;
RGULS004;Kaelalülid LAT;Kaelalülide röntgenülesvõte (lamades, külgülesvõte LAT);;RGULS;2;12.12.2018;;;Eesti Radioloogia Ühing;1;
RGULS005;Kaelalülid AP LAT seistes;Kaelalülide röntgenülesvõtted (seistes, otseülesvõte AP ja külgülesvõte LAT);;RGULS;2;12.12.2018;;;Eesti Radioloogia Ühing;1;
RGULS006;Kaelalülid AP LAT lamades;Kaelalülide röntgenülesvõtted (lamades, otseülesvõte AP ja külgülesvõte LAT);;RGULS;2;12.12.2018;;;Eesti Radioloogia Ühing;1;
RGULS007;Kaelalülid ettepainutus LAT;Kaelalülide röntgenülesvõte (ettepainutusega, külgülesvõte);;RGULS;2;12.12.2018;;;Eesti Radioloogia Ühing;1;
RGULS008;Kaelalülid tahapainutus LAT;Kaelalülide röntgenülesvõte (tahapainutusega, külgülesvõte);;RGULS;2;12.12.2018;;;Eesti Radioloogia Ühing;1;
RGULS009;Kaelalülid ettepainutus tahapainutus LAT;Kaelalülide röntgenülesvõtted (ette- ja tahapainutusega, külgülesvõte);;RGULS;2;12.12.2018;;;Eesti Radioloogia Ühing;1;
RGULS010;Kaelalülid poolpõiki;Kaelalülide röntgenülesvõte (poolpõiki);;RGULS;2;12.12.2018;;;Eesti Radioloogia Ühing;1;
RGULS011;Kaelalülid poolpõiki;Kaelalülide röntgenülesvõtted (poolpõiki) parem, vasak;;RGULS;2;12.12.2018;;;Eesti Radioloogia Ühing;1;
RGULS012;Kaelalülid C1-C2 AP;Esimese ja teise kaelalüli röntgenülesvõte (avatud suuga, otseülesvõte AP);;RGULS;2;12.12.2018;;;Eesti Radioloogia Ühing;1;
RGULS013;Kaelalülid rinnalülid AP;Kaelalülide ja ülemiste rinnalülide röntgenülesvõte (otseülesvõte AP);;RGULS;2;12.12.2018;;;Eesti Radioloogia Ühing;1;
RGULS014;Kaelalülid rinnalülid LAT;Kaelalülide ja ülemiste rinnalülide röntgenülesvõte (külgülesvõte);;RGULS;2;12.12.2018;;;Eesti Radioloogia Ühing;1;
RGULS015;Rinnalülid AP seistes;Rinnalülide röntgenülesvõte (seistes, otseülesvõte AP);;RGULS;2;12.12.2018;;;Eesti Radioloogia Ühing;1;
RGULS016;Rinnalülid LAT seistes;Rinnalülide röntgenülesvõte (seistes, külgülesvõte);;RGULS;2;12.12.2018;;;Eesti Radioloogia Ühing;1;
